query_id	ndcg10	recall10	recall100	mrr10
q-001	0.9512	1.0000	1.0000	1.0000
q-002	0.7039	0.6667	0.6667	1.0000
q-003	0.5267	1.0000	1.0000	0.3333
q-004	0.4582	0.6000	1.0000	0.5000
q-005	0.4825	1.0000	1.0000	0.2500
q-006	0.8928	1.0000	1.0000	1.0000
q-007	0.6797	1.0000	1.0000	0.5000
q-008	0.6309	1.0000	1.0000	0.5000
q-009	1.0000	1.0000	1.0000	1.0000
q-010	0.7328	1.0000	1.0000	0.5000
q-011	0.9469	1.0000	1.0000	1.0000
q-012	0.3236	0.6667	1.0000	0.1667
q-013	0.4525	0.6667	1.0000	0.5000
q-014	0.3827	0.6667	0.6667	0.3333
q-015	0.0000	0.0000	1.0000	0.0000
q-016	0.8503	1.0000	1.0000	1.0000
q-017	0.6131	0.5000	1.0000	1.0000
q-018	0.6367	0.5000	1.0000	1.0000
q-019	0.4693	0.3333	0.6667	1.0000
q-020	0.3869	0.5000	0.5000	0.5000
q-021	0.0000	0.0000	0.7500	0.0000
q-022	0.5024	0.7500	1.0000	0.3333
q-023	0.4162	0.6667	1.0000	0.3333
q-024	0.0000	0.0000	0.0000	0.0000
q-025	0.0000	0.0000	0.0000	0.0000
q-026	0.2676	0.4000	0.8000	0.3333
q-027	0.1681	0.2500	1.0000	0.2500
q-028	0.1301	0.2500	1.0000	0.1429
q-029	0.4428	0.7500	1.0000	0.3333
q-030	1.0000	1.0000	1.0000	1.0000
q-031	0.3633	0.5000	1.0000	0.3333
q-032	0.2044	0.5000	1.0000	0.1429
q-033	0.2961	0.3333	0.6667	0.5000
q-034	0.0000	0.0000	1.0000	0.0000
q-035	0.0000	0.0000	1.0000	0.0000
q-036	0.0000	0.0000	1.0000	0.0000
q-037	0.0000	0.0000	0.5000	0.0000
q-038	0.4693	0.3333	0.3333	1.0000
q-039	0.8070	1.0000	1.0000	1.0000
q-040	1.0000	1.0000	1.0000	1.0000
q-041	0.2961	0.3333	0.6667	0.5000
q-042	0.2961	0.3333	1.0000	0.5000
q-043	0.1357	0.3333	0.3333	0.1000
q-044	0.4693	0.3333	1.0000	1.0000
q-045	0.5087	0.4000	0.8000	1.0000
q-046	0.0000	0.0000	0.1667	0.0000
q-047	0.2026	0.2500	0.5000	0.3333
q-048	0.1089	0.1250	0.2500	0.2500
q-049	0.8248	0.8000	1.0000	1.0000
q-050	0.1596	0.1250	0.2500	0.5000
q-051	0.1642	0.1429	0.2857	0.2500
q-052	0.2961	0.3333	1.0000	0.5000
q-053	0.0000	0.0000	0.2500	0.0000
q-054	0.5438	1.0000	1.0000	0.3333
q-055	0.2816	0.3333	0.8333	0.3333
q-056	0.0636	0.0313	0.8438	0.1000
q-057	0.0948	0.0179	0.0714	0.2500
q-058	0.2025	0.0833	0.2500	0.5000
q-059	0.0948	0.0278	0.3056	0.2500
q-060	0.0948	0.0278	0.3056	0.2500
