query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10
hu-001	0.0000	0.0000	0.2500	0.5000			0.0000
hu-002	0.9325	1.0000	1.0000	1.0000			1.0000
hu-003	0.7542	0.7500	0.7500	1.0000			1.0000
hu-004	0.0000	0.0000	0.2500	1.0000			0.0000
hu-005	0.0000	0.0000	0.0000	0.5000			0.0000
hu-006	0.3127	0.5000	0.5000	1.0000			0.3333
hu-007	0.3072	0.5000	1.0000	1.0000			0.2500
hu-008	0.6164	0.6000	0.6000	1.0000			1.0000
hu-009	0.3904	0.2500	0.2500	0.7500			1.0000
hu-010	0.1681	0.2500	0.5000	1.0000			0.2500
hu-011	0.2641	0.5000	1.0000	1.0000			0.2500
hu-012	0.9566	1.0000	1.0000	1.0000			1.0000
hu-013	0.5726	1.0000	1.0000	1.0000			0.3333
hu-014	0.4725	0.5000	0.6667	1.0000			0.5000
hu-015	1.0000	1.0000	1.0000	1.0000			1.0000
hu-016	0.8772	1.0000	1.0000	1.0000			1.0000
hu-017	0.9197	1.0000	1.0000	1.0000			1.0000
hu-018	0.7888	0.8333	1.0000	1.0000			1.0000
hu-019	0.7081	0.8000	0.8000	1.0000			1.0000
hu-020	0.6979	1.0000	1.0000	1.0000			0.5000
hu-021	0.9047	1.0000	1.0000	1.0000			1.0000
hu-022	0.5273	0.7500	0.7500	1.0000			0.5000
hu-023	0.2463	0.2500	0.2500	0.5000			0.5000
hu-024	0.3904	0.2500	0.2500	1.0000			1.0000
hu-025	0.5110	1.0000	1.0000	1.0000			0.3333
hu-026	0.1510	0.2500	0.5000	0.7500			0.2000
hu-027	0.7039	0.6667	1.0000	1.0000			1.0000
hu-028	0.0000	0.0000	0.2000	0.6000			0.0000
hu-029	0.5856	0.5000	0.7500	0.7500			1.0000
hu-030	0.5856	0.5000	0.7500	1.0000			1.0000
hu-031	0.6367	0.5000	0.5000	0.7500			1.0000
