query_id	ndcg10	recall10	recall100	mrr10
q-001	0.8934	1.0000	1.0000	1.0000
q-002	0.2021	0.3333	0.6667	0.2500
q-003	0.0000	0.0000	1.0000	0.0000
q-004	0.4809	0.6000	1.0000	0.5000
q-005	0.4685	1.0000	1.0000	0.2500
q-006	0.7487	1.0000	1.0000	0.5000
q-007	0.8529	1.0000	1.0000	1.0000
q-008	1.0000	1.0000	1.0000	1.0000
q-009	1.0000	1.0000	1.0000	1.0000
q-010	0.8520	1.0000	1.0000	1.0000
q-011	0.9060	1.0000	1.0000	1.0000
q-012	0.8385	1.0000	1.0000	1.0000
q-013	0.4632	0.6667	1.0000	0.5000
q-014	0.6714	0.6667	0.6667	1.0000
q-015	0.2044	0.5000	1.0000	0.1429
q-016	0.8503	1.0000	1.0000	1.0000
q-017	0.1772	0.5000	1.0000	0.1000
q-018	0.2810	0.5000	1.0000	0.2500
q-019	0.0000	0.0000	0.6667	0.0000
q-020	0.3869	0.5000	0.5000	0.5000
q-021	0.1301	0.2500	1.0000	0.1429
q-022	0.6450	1.0000	1.0000	0.5000
q-023	0.5498	1.0000	1.0000	0.3333
q-024	0.0000	0.0000	0.0000	0.0000
q-025	0.0000	0.0000	0.5000	0.0000
q-026	0.3348	0.4000	0.8000	0.5000
q-027	0.1175	0.2500	0.7500	0.1111
q-028	0.3462	0.5000	1.0000	0.3333
q-029	0.3591	0.5000	1.0000	0.5000
q-030	1.0000	1.0000	1.0000	1.0000
q-031	0.2463	0.2500	1.0000	0.5000
q-032	0.3869	0.5000	0.5000	0.5000
q-033	0.2346	0.3333	0.3333	0.3333
q-034	0.0000	0.0000	1.0000	0.0000
q-035	0.3010	1.0000	1.0000	0.1111
q-036	0.0000	0.0000	1.0000	0.0000
q-037	0.0000	0.0000	0.5000	0.0000
q-038	0.4693	0.3333	0.3333	1.0000
q-039	0.3045	0.6667	1.0000	0.1429
q-040	1.0000	1.0000	1.0000	1.0000
q-041	0.4693	0.3333	0.6667	1.0000
q-042	0.6508	0.6667	1.0000	1.0000
q-043	0.4693	0.3333	1.0000	1.0000
q-044	0.4693	0.3333	1.0000	1.0000
q-045	0.5148	0.6000	1.0000	0.5000
q-046	0.2032	0.3333	0.8333	0.1667
q-047	0.2927	0.3750	1.0000	0.3333
q-048	0.4597	0.3750	0.5000	1.0000
q-049	0.9331	1.0000	1.0000	1.0000
q-050	0.3794	0.2500	0.8750	1.0000
q-051	0.1952	0.1429	0.2143	0.3333
q-052	0.0000	0.0000	1.0000	0.0000
q-053	0.0761	0.1250	0.2500	0.1111
q-054	0.5110	1.0000	1.0000	0.3333
q-055	0.0911	0.1667	1.0000	0.1111
q-056	0.2777	0.1250	1.0000	0.1667
q-057	0.2494	0.0536	0.1607	0.2500
q-058	0.3843	0.1250	0.2500	1.0000
q-059	0.3621	0.0833	0.7222	1.0000
q-060	0.3621	0.0833	0.7222	1.0000
