query_id	ndcg10	recall10	recall100	mrr10
hu-001	0.0000	0.0000	0.7500	0.0000
hu-002	0.8520	1.0000	1.0000	1.0000
hu-003	0.4415	0.5000	0.7500	0.5000
hu-004	0.0000	0.0000	0.7500	0.0000
hu-005	0.0000	0.0000	0.0000	0.0000
hu-006	0.3127	0.5000	1.0000	0.3333
hu-007	0.2856	0.5000	1.0000	0.2500
hu-008	0.4418	0.6000	1.0000	0.5000
hu-009	0.3904	0.2500	0.7500	1.0000
hu-010	0.1681	0.2500	1.0000	0.2500
hu-011	0.1934	0.5000	1.0000	0.1250
hu-012	0.6504	0.8000	1.0000	0.5000
hu-013	0.4652	1.0000	1.0000	0.2000
hu-014	0.3825	0.5000	1.0000	0.3333
hu-015	0.6309	1.0000	1.0000	0.5000
hu-016	0.6131	0.5000	1.0000	1.0000
hu-017	0.6934	1.0000	1.0000	0.5000
hu-018	0.7452	0.8333	1.0000	1.0000
hu-019	0.4582	0.6000	1.0000	0.5000
hu-020	0.6133	1.0000	1.0000	0.5000
hu-021	0.8062	1.0000	1.0000	1.0000
hu-022	0.3973	0.5000	1.0000	0.5000
hu-023	0.1301	0.2500	0.2500	0.1429
hu-024	0.3904	0.2500	0.7500	1.0000
hu-025	0.4486	1.0000	1.0000	0.2500
hu-026	0.1681	0.2500	0.7500	0.2500
hu-027	0.6871	1.0000	1.0000	0.5000
hu-028	0.0000	0.0000	0.6000	0.0000
hu-029	0.3633	0.5000	0.7500	0.3333
hu-030	0.6984	0.7500	1.0000	1.0000
hu-031	0.5856	0.5000	0.7500	1.0000
