query_id	ndcg10	recall10	recall100	mrr10
q-001	0.9512	1.0000	1.0000	1.0000
q-002	0.6714	0.6667	0.6667	1.0000
q-003	0.5574	1.0000	1.0000	0.3333
q-004	0.4582	0.6000	1.0000	0.5000
q-005	0.4825	1.0000	1.0000	0.2500
q-006	0.8928	1.0000	1.0000	1.0000
q-007	0.6797	1.0000	1.0000	0.5000
q-008	0.6309	1.0000	1.0000	0.5000
q-009	1.0000	1.0000	1.0000	1.0000
q-010	0.7328	1.0000	1.0000	0.5000
q-011	0.9675	1.0000	1.0000	1.0000
q-012	0.3296	0.6667	1.0000	0.2000
q-013	0.4776	0.6667	1.0000	0.5000
q-014	0.2961	0.3333	0.6667	0.5000
q-015	0.0000	0.0000	1.0000	0.0000
q-016	0.8503	1.0000	1.0000	1.0000
q-017	0.6131	0.5000	1.0000	1.0000
q-018	0.2533	0.5000	1.0000	0.1429
q-019	0.2346	0.3333	0.6667	0.3333
q-020	0.3066	0.5000	0.5000	0.3333
q-021	0.0000	0.0000	0.5000	0.0000
q-022	0.5535	0.7500	1.0000	0.5000
q-023	0.4018	0.6667	1.0000	0.3333
q-024	0.0000	0.0000	0.0000	0.0000
q-025	0.0000	0.0000	0.0000	0.0000
q-026	0.2676	0.4000	0.8000	0.3333
q-027	0.1681	0.2500	1.0000	0.2500
q-028	0.1510	0.2500	1.0000	0.2000
q-029	0.4428	0.7500	1.0000	0.3333
q-030	1.0000	1.0000	1.0000	1.0000
q-031	0.3462	0.5000	1.0000	0.3333
q-032	0.2044	0.5000	1.0000	0.1429
q-033	0.4693	0.3333	0.6667	1.0000
q-034	0.0000	0.0000	0.0000	0.0000
q-035	0.0000	0.0000	1.0000	0.0000
q-036	0.0000	0.0000	1.0000	0.0000
q-037	0.0000	0.0000	0.5000	0.0000
q-038	0.2961	0.3333	0.3333	0.5000
q-039	0.9066	1.0000	1.0000	1.0000
q-040	1.0000	1.0000	1.0000	1.0000
q-041	0.4693	0.3333	0.6667	1.0000
q-042	0.2961	0.3333	1.0000	0.5000
q-043	0.0000	0.0000	0.6667	0.0000
q-044	0.4693	0.3333	1.0000	1.0000
q-045	0.6218	0.6000	0.8000	1.0000
q-046	0.0000	0.0000	0.1667	0.0000
q-047	0.2166	0.2500	0.5000	0.3333
q-048	0.1265	0.1250	0.2500	0.3333
q-049	0.8062	0.8000	1.0000	1.0000
q-050	0.1596	0.1250	0.3750	0.5000
q-051	0.0784	0.0714	0.2857	0.1667
q-052	0.2961	0.3333	1.0000	0.5000
q-053	0.0000	0.0000	0.2500	0.0000
q-054	0.5706	1.0000	1.0000	0.3333
q-055	0.2381	0.3333	0.8333	0.2500
q-056	0.0636	0.0313	0.8750	0.1000
q-057	0.0851	0.0179	0.0714	0.2000
q-058	0.2278	0.1250	0.2917	0.2500
q-059	0.1100	0.0278	0.4167	0.3333
q-060	0.1100	0.0278	0.4167	0.3333
