query_id	ndcg10	recall10	recall100	mrr10
0	0.0000	0.0000	0.0000	0.0000
1	0.0000	0.0000	0.1667	0.0000
2	0.0000	0.0000	0.3333	0.0000
3	0.6131	0.5000	0.5000	1.0000
4	0.8385	1.0000	1.0000	1.0000
5	0.4144	0.5000	0.5000	0.5000
6	0.0000	0.0000	0.2105	0.0000
7	0.7654	0.6667	0.6667	1.0000
8	0.0000	0.0000	0.5000	0.0000
9	0.1909	0.1667	0.5000	0.5000
10	0.7654	0.6667	0.6667	1.0000
11	0.3452	0.4000	0.6000	0.5000
12	0.1681	0.2500	0.7500	0.2500
13	0.1584	0.1538	0.5385	0.2500
14	0.5039	0.4286	0.4286	1.0000
15	0.0000	0.0000	0.0000	0.0000
16	0.0000	0.0000	1.0000	0.0000
17	0.0000	0.0000	0.0000	0.0000
18	0.1564	0.3333	1.0000	0.1429
19	0.6309	1.0000	1.0000	0.5000
20	0.8539	0.8000	1.0000	1.0000
21	0.4539	0.3333	0.6667	1.0000
22	0.0000	0.0000	0.5000	0.0000
23	0.0000	0.0000	0.4000	0.0000
24	0.2961	0.3333	0.3333	0.5000
25	0.0909	0.1111	0.3333	0.2000
26	0.0000	0.0000	1.0000	0.0000
27	0.1128	0.2500	0.7500	0.1000
28	1.0000	1.0000	1.0000	1.0000
29	0.2372	0.5000	0.5000	0.2000
30	0.6013	0.5000	0.8333	1.0000
31	0.2961	0.3333	1.0000	0.5000
32	0.0000	0.0000	0.0000	0.0000
33	1.0000	1.0000	1.0000	1.0000
34	0.1078	0.1667	0.5000	0.1667
35	0.0000	0.0000	0.1667	0.0000
36	1.0000	1.0000	1.0000	1.0000
37	0.0000	0.0000	0.0000	0.0000
38	0.7654	0.6667	1.0000	1.0000
39	0.3066	0.5000	1.0000	0.3333
40	0.1357	0.3333	0.3333	0.1000
41	0.4632	0.6667	0.6667	0.5000
42	0.3854	0.5000	0.7500	0.5000
43	0.0000	0.0000	0.0000	0.0000
44	0.0000	0.0000	0.0000	0.0000
45	0.0000	0.0000	0.5000	0.0000
46	0.0000	0.0000	0.0000	0.0000
47	0.0000	0.0000	0.3333	0.0000
48	0.1357	0.3333	0.3333	0.1000
49	0.0000	0.0000	0.5000	0.0000
50	0.0000	0.0000	0.0000	0.0000
51	0.0000	0.0000	0.3333	0.0000
52	0.0000	0.0000	0.6667	0.0000
53	0.4693	0.3333	0.6667	1.0000
54	0.2961	0.3333	0.6667	0.5000
55	0.2961	0.3333	1.0000	0.5000
56	0.3869	1.0000	1.0000	0.2000
57	0.3904	0.2500	0.7500	1.0000
58	0.7654	0.6667	1.0000	1.0000
59	0.4306	1.0000	1.0000	0.2000
60	0.1564	0.3333	1.0000	0.1429
61	0.2519	0.5000	0.7500	0.1667
62	0.0000	0.0000	0.6667	0.0000
63	0.3904	0.2500	0.2500	1.0000
64	0.6131	0.5000	0.5000	1.0000
65	0.1909	0.1667	0.1667	0.5000
66	0.1265	0.1250	0.5000	0.3333
67	0.1510	0.2500	0.7500	0.2000
68	0.1021	0.2000	0.6000	0.1111
69	0.6367	0.5000	0.5000	1.0000
70	0.0000	0.0000	0.0000	0.0000
71	0.3904	0.2500	0.2500	1.0000
72	0.2201	0.1000	0.3000	1.0000
73	0.0000	0.0000	0.3333	0.0000
74	0.0000	0.0000	0.5000	0.0000
75	0.0000	0.0000	0.0000	0.0000
76	0.0000	0.0000	0.5000	0.0000
77	0.0000	0.0000	0.0000	0.0000
78	0.0000	0.0000	0.3333	0.0000
79	0.0000	0.0000	0.6000	0.0000
80	0.0000	0.0000	0.0000	0.0000
81	0.0000	0.0000	0.0000	0.0000
82	0.0000	0.0000	0.5000	0.0000
83	0.6309	1.0000	1.0000	0.5000
84	0.3904	0.2500	0.7500	1.0000
85	0.0000	0.0000	0.0000	0.0000
86	0.4725	0.5000	0.8333	0.5000
87	0.0000	0.0000	0.0000	0.0000
88	0.7039	0.6667	0.6667	1.0000
89	0.0000	0.0000	0.3333	0.0000
90	0.0000	0.0000	0.0000	0.0000
91	0.0000	0.0000	0.5000	0.0000
92	0.6131	0.5000	0.5000	1.0000
93	0.0000	0.0000	0.0000	0.0000
94	0.0000	0.0000	0.2500	0.0000
95	0.6131	0.5000	0.5000	1.0000
96	0.3869	0.5000	0.5000	0.5000
97	0.4416	1.0000	1.0000	0.2000
98	0.6131	0.5000	0.5000	1.0000
99	0.1815	0.3333	0.6667	0.2000
100	0.6131	0.5000	0.5000	1.0000
101	0.0000	0.0000	0.0000	0.0000
102	0.0000	0.0000	0.0000	0.0000
