query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
hu-001	0.1391	0.2500	0.5000	0.5000			0.1667	0.0000	0.1000	0.0000	0.0801	0.0000	0.9207
hu-002	1.0000	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	1.0000	1.0000	0.5120
hu-003	0.8048	0.7500	0.7500	0.7500			1.0000	0.6000	0.3000	0.0000	0.6875	0.7500	0.5376
hu-004	0.1128	0.2500	0.5000	0.7500			0.1000	0.0000	0.1000	0.0000	0.0925	0.0000	0.9516
hu-005	0.1128	0.2500	0.2500	0.2500			0.1000	0.0000	0.1000	0.0000	0.0250	0.0000	0.9732
hu-006	0.3854	0.5000	0.5000	1.0000			0.5000	0.2000	0.2000	0.0000	0.2674	0.2500	0.7726
hu-007	0.9223	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.7986	0.7500	0.5040
hu-008	0.8297	0.8000	1.0000	1.0000			1.0000	0.6000	0.4000	0.0000	0.7526	0.6000	0.4665
hu-009	0.5079	0.5000	0.7500	0.7500			1.0000	0.2000	0.2000	0.0000	0.3681	0.2500	0.7493
hu-010	0.1952	0.2500	0.5000	1.0000			0.3333	0.2000	0.1000	0.0000	0.1664	0.2500	0.8652
hu-011	0.6509	1.0000	1.0000	1.0000			0.5000	0.4000	0.2000	1.0000	0.5000	0.5000	0.7376
hu-012	0.8539	0.8000	0.8000	1.0000			1.0000	0.8000	0.4000	0.0000	0.7764	0.8000	0.4301
hu-013	0.7654	0.6667	1.0000	1.0000			1.0000	0.4000	0.2000	0.0000	0.7500	0.6667	0.6228
hu-014	0.9200	1.0000	1.0000	1.0000			1.0000	0.6000	0.6000	1.0000	0.7885	0.6667	0.3928
hu-015	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
hu-016	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-017	0.9197	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.8333	0.5000	0.6720
hu-018	0.7875	0.8333	1.0000	1.0000			1.0000	0.6000	0.5000	0.0000	0.6847	0.6667	0.4533
hu-019	1.0000	1.0000	1.0000	1.0000			1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	0.3277
hu-020	0.9060	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8056	0.6667	0.5696
hu-021	0.9829	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	0.9500	0.7500	0.4301
hu-022	0.7095	0.7500	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.6083	0.5000	0.5985
hu-023	0.3904	0.2500	0.7500	0.7500			1.0000	0.2000	0.1000	0.0000	0.3580	0.2500	0.7613
hu-024	0.5856	0.5000	0.7500	0.7500			1.0000	0.4000	0.2000	0.0000	0.4702	0.5000	0.6610
hu-025	0.8503	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.7000	0.5000	0.7181
hu-026	0.6886	0.7500	0.7500	0.7500			1.0000	0.4000	0.3000	0.0000	0.4821	0.5000	0.6452
hu-027	1.0000	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	1.0000	1.0000	0.5120
hu-028	0.1312	0.2000	0.6000	0.6000			0.2000	0.2000	0.1000	0.0000	0.1064	0.2000	0.8937
hu-029	0.8319	0.7500	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.8333	0.7500	0.4948
hu-030	0.7095	0.7500	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.6083	0.5000	0.5985
hu-031	0.7877	0.7500	0.7500	0.7500			1.0000	0.6000	0.3000	0.0000	0.6500	0.5000	0.5581
