query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
q-001	0.9044	1.0000	1.0000	1.0000			1.0000	0.6000	0.5000	1.0000	0.7593	0.6000	0.4637
q-002	0.6714	0.6667	0.6667	0.6667			1.0000	0.4000	0.2000	0.0000	0.5000	0.3333	0.6976
q-003	0.0000	0.0000	0.3333	1.0000			0.0000	0.0000	0.0000	0.0000	0.0704	0.0000	0.9927
q-004	0.4809	0.6000	1.0000	1.0000			0.5000	0.4000	0.3000	0.0000	0.4282	0.4000	0.6495
q-005	0.4685	1.0000	1.0000	1.0000			0.2500	0.2000	0.2000	1.0000	0.2679	0.0000	0.8452
q-006	0.8928	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.7708	0.7500	0.5041
q-007	0.8855	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.7556	0.6667	0.5901
q-008	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-009	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-010	0.7929	1.0000	1.0000	1.0000			1.0000	0.2000	0.3000	1.0000	0.5873	0.3333	0.6820
q-011	0.9060	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8056	0.6667	0.5696
q-012	0.8180	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.6333	0.3333	0.6525
q-013	0.4632	0.6667	1.0000	1.0000			0.5000	0.2000	0.2000	0.0000	0.3278	0.3333	0.7716
q-014	0.7039	0.6667	0.6667	0.6667			1.0000	0.4000	0.2000	0.0000	0.5556	0.6667	0.6720
q-015	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.1224	0.0000	0.9648
q-016	0.9197	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.8333	0.5000	0.6720
q-017	0.2184	0.5000	0.5000	1.0000			0.1667	0.0000	0.1000	0.0000	0.1042	0.0000	0.9345
q-018	0.6367	0.5000	0.5000	1.0000			1.0000	0.4000	0.2000	0.0000	0.5635	0.5000	0.6376
q-019	0.0000	0.0000	0.0000	0.6667			0.0000	0.0000	0.0000	0.0000	0.0319	0.0000	0.9990
q-020	0.3869	0.5000	0.5000	0.5000			0.5000	0.2000	0.1000	0.0000	0.2500	0.5000	0.8400
q-021	0.1301	0.2500	0.5000	0.7500			0.1429	0.0000	0.1000	0.0000	0.0731	0.0000	0.9431
q-022	0.4518	0.7500	1.0000	1.0000			0.3333	0.2000	0.3000	0.0000	0.3269	0.2500	0.7592
q-023	0.7929	1.0000	1.0000	1.0000			1.0000	0.2000	0.3000	1.0000	0.5873	0.3333	0.6820
q-024	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
q-025	0.0000	0.0000	0.0000	0.5000			0.0000	0.0000	0.0000	0.0000	0.0062	0.0000	1.0000
q-026	0.4413	0.4000	0.4000	0.8000			1.0000	0.2000	0.2000	0.0000	0.2748	0.2000	0.7664
q-027	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.1507	0.0000	0.9583
q-028	0.5274	0.7500	1.0000	1.0000			0.5000	0.4000	0.3000	0.0000	0.4231	0.2500	0.6842
q-029	0.2463	0.2500	0.5000	0.7500			0.5000	0.2000	0.1000	0.0000	0.1755	0.2500	0.8329
q-030	1.0000	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	1.0000	1.0000	0.5120
q-031	0.9178	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.7929	0.5000	0.5057
q-032	0.3869	0.5000	0.5000	1.0000			0.5000	0.2000	0.1000	0.0000	0.2770	0.5000	0.8399
q-033	0.2346	0.3333	0.3333	0.3333			0.3333	0.2000	0.1000	0.0000	0.1111	0.3333	0.8720
q-034	0.0000	0.0000	0.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0263	0.0000	0.9999
q-035	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0714	0.0000	0.9890
q-036	0.0000	0.0000	0.5000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0810	0.0000	0.9889
q-037	0.0000	0.0000	0.0000	0.5000			0.0000	0.0000	0.0000	0.0000	0.0094	0.0000	1.0000
q-038	0.4693	0.3333	0.3333	0.3333			1.0000	0.2000	0.1000	0.0000	0.3333	0.3333	0.8000
q-039	0.3152	0.6667	0.6667	1.0000			0.1667	0.0000	0.2000	0.0000	0.1667	0.0000	0.8924
