query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
q-001	0.8200	0.8000	1.0000	1.0000			1.0000	0.6000	0.4000	0.0000	0.7603	0.6000	0.4583
q-002	0.7654	0.6667	0.6667	0.6667			1.0000	0.4000	0.2000	0.0000	0.6667	0.6667	0.6400
q-003	0.4998	1.0000	1.0000	1.0000			0.2500	0.2000	0.3000	1.0000	0.2897	0.0000	0.8116
q-004	0.5801	0.8000	1.0000	1.0000			0.5000	0.4000	0.4000	0.0000	0.4482	0.4000	0.6362
q-005	0.5013	1.0000	1.0000	1.0000			0.2500	0.4000	0.2000	1.0000	0.3250	0.0000	0.8157
q-006	0.8486	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.6917	0.5000	0.5501
q-007	0.9060	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8056	0.6667	0.5696
q-008	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-009	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-010	0.7039	0.6667	1.0000	1.0000			1.0000	0.4000	0.2000	0.0000	0.6056	0.6667	0.6691
q-011	0.7039	0.6667	1.0000	1.0000			1.0000	0.4000	0.2000	0.0000	0.6222	0.6667	0.6632
q-012	0.7865	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.5667	0.3333	0.6912
q-013	0.4632	0.6667	1.0000	1.0000			0.5000	0.2000	0.2000	0.0000	0.3547	0.3333	0.7607
q-014	0.6508	0.6667	0.6667	0.6667			1.0000	0.4000	0.2000	0.0000	0.4667	0.3333	0.7181
q-015	0.5013	1.0000	1.0000	1.0000			0.2500	0.4000	0.2000	1.0000	0.3250	0.0000	0.8157
q-016	0.8503	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.7000	0.5000	0.7181
q-017	0.6131	0.5000	0.5000	1.0000			1.0000	0.2000	0.1000	0.0000	0.5400	0.5000	0.7991
q-018	0.5856	0.5000	0.5000	1.0000			1.0000	0.4000	0.2000	0.0000	0.4693	0.5000	0.6712
q-019	0.1357	0.3333	0.3333	0.6667			0.1000	0.0000	0.1000	0.0000	0.0651	0.0000	0.9709
q-020	0.3869	0.5000	0.5000	0.5000			0.5000	0.2000	0.1000	0.0000	0.2500	0.5000	0.8400
q-021	0.1952	0.2500	0.2500	0.7500			0.3333	0.2000	0.1000	0.0000	0.1082	0.2500	0.8718
q-022	0.5757	1.0000	1.0000	1.0000			0.2500	0.4000	0.4000	1.0000	0.3986	0.2500	0.7166
