query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10
q-001	0.6844	0.6000	1.0000	1.0000			1.0000
q-002	0.2961	0.3333	0.6667	0.6667			0.5000
q-003	0.0000	0.0000	0.0000	1.0000			0.0000
q-004	0.5752	0.8000	1.0000	1.0000			0.5000
q-005	0.5250	1.0000	1.0000	1.0000			0.3333
q-006	0.5205	0.7500	1.0000	1.0000			0.5000
q-007	0.9060	1.0000	1.0000	1.0000			1.0000
q-008	0.6309	1.0000	1.0000	1.0000			0.5000
q-009	1.0000	1.0000	1.0000	1.0000			1.0000
q-010	0.8072	1.0000	1.0000	1.0000			1.0000
q-011	0.8452	1.0000	1.0000	1.0000			1.0000
q-012	0.4693	0.3333	1.0000	1.0000			1.0000
q-013	0.4982	0.6667	0.6667	1.0000			0.5000
q-014	0.4982	0.6667	0.6667	0.6667			0.5000
q-015	0.4416	1.0000	1.0000	1.0000			0.2000
q-016	0.9197	1.0000	1.0000	1.0000			1.0000
q-017	0.0000	0.0000	0.5000	1.0000			0.0000
q-018	0.1301	0.2500	0.7500	1.0000			0.1429
q-019	0.0000	0.0000	0.0000	0.6667			0.0000
q-020	0.3869	0.5000	0.5000	0.5000			0.5000
q-021	0.1232	0.2500	0.2500	1.0000			0.1250
q-022	0.4694	0.7500	1.0000	1.0000			0.3333
q-023	0.2961	0.3333	1.0000	1.0000			0.5000
q-024	0.0000	0.0000	0.0000	0.0000			0.0000
q-025	0.0000	0.0000	0.0000	0.5000			0.0000
q-026	0.4462	0.4000	0.6000	0.8000			1.0000
q-027	0.1952	0.2500	0.5000	0.7500			0.3333
q-028	0.3072	0.5000	0.5000	1.0000			0.2500
q-029	0.3591	0.5000	1.0000	1.0000			0.5000
q-030	1.0000	1.0000	1.0000	1.0000			1.0000
q-031	0.2463	0.2500	0.7500	1.0000			0.5000
q-032	0.3869	0.5000	0.5000	1.0000			0.5000
q-033	0.2346	0.3333	0.3333	0.6667			0.3333
q-034	0.0000	0.0000	0.0000	1.0000			0.0000
q-035	0.5000	1.0000	1.0000	1.0000			0.3333
q-036	0.2641	0.5000	0.5000	1.0000			0.2500
q-037	0.0000	0.0000	0.0000	0.5000			0.0000
q-038	0.4693	0.3333	0.3333	0.3333			1.0000
q-039	0.6546	1.0000	1.0000	1.0000			0.5000
q-040	1.0000	1.0000	1.0000	1.0000			1.0000
q-041	0.4693	0.3333	0.3333	1.0000			1.0000
q-042	0.6189	1.0000	1.0000	1.0000			0.5000
q-043	0.4693	0.3333	0.3333	0.6667			1.0000
q-044	0.1357	0.3333	0.6667	1.0000			0.1000
q-045	0.7365	0.8000	0.8000	1.0000			1.0000
q-046	0.1009	0.1667	0.3333	0.6667			0.1429
q-047	0.2730	0.3750	0.5000	1.0000			0.2500
q-048	0.3373	0.2500	0.5000	0.6250			1.0000
q-049	0.9416	1.0000	1.0000	1.0000			1.0000
q-050	0.2357	0.2500	0.3750	0.6250			0.5000
q-051	0.2083	0.1429	0.2143	0.3571			0.5000
q-052	0.0000	0.0000	0.3333	1.0000			0.0000
q-053	0.0761	0.1250	0.2500	0.2500			0.1111
q-054	0.5250	1.0000	1.0000	1.0000			0.3333
q-055	0.4104	0.3333	0.3333	1.0000			1.0000
q-056	0.2874	0.1250	0.3438	0.9375			0.1667
q-057	0.2743	0.0536	0.0893	0.1786			0.3333
q-058	0.3052	0.0833	0.0833	0.3750			1.0000
q-059	0.1488	0.0556	0.2222	0.6389			0.2000
q-060	0.1488	0.0556	0.2222	0.6389			0.2000
