query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
q-001	0.7679	0.8000	0.8000	1.0000			1.0000	0.6000	0.4000	0.0000	0.6431	0.6000	0.5153
q-002	0.6714	0.6667	0.6667	0.6667			1.0000	0.4000	0.2000	0.0000	0.5000	0.3333	0.6976
q-003	0.9325	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.8333	0.6667	0.5745
q-004	0.8688	0.8000	1.0000	1.0000			1.0000	0.8000	0.4000	0.0000	0.8833	0.8000	0.3924
q-005	0.8316	1.0000	1.0000	1.0000			1.0000	0.2000	0.2000	1.0000	0.6667	0.5000	0.7345
q-006	0.7045	1.0000	1.0000	1.0000			0.5000	0.6000	0.4000	1.0000	0.5667	0.5000	0.5901
q-007	0.9469	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8667	0.6667	0.5581
q-008	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-009	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-010	0.7654	0.6667	0.6667	1.0000			1.0000	0.4000	0.2000	0.0000	0.6814	0.6667	0.6400
q-011	0.7039	0.6667	0.6667	1.0000			1.0000	0.4000	0.2000	0.0000	0.5684	0.6667	0.6720
q-012	0.7039	0.6667	1.0000	1.0000			1.0000	0.4000	0.2000	0.0000	0.6270	0.6667	0.6610
q-013	0.8711	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.7222	0.6667	0.6065
q-014	0.4441	0.6667	0.6667	0.6667			0.5000	0.2000	0.2000	0.0000	0.2500	0.3333	0.7981
q-015	0.9197	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.8333	0.5000	0.6720
q-016	0.6509	1.0000	1.0000	1.0000			0.5000	0.4000	0.2000	1.0000	0.5000	0.5000	0.7376
q-017	0.6131	0.5000	1.0000	1.0000			1.0000	0.2000	0.1000	0.0000	0.5667	0.5000	0.7912
q-018	0.3183	0.5000	0.5000	1.0000			0.3333	0.2000	0.2000	0.0000	0.1873	0.2500	0.8300
q-019	0.4693	0.3333	0.3333	0.6667			1.0000	0.2000	0.1000	0.0000	0.3600	0.3333	0.7991
q-020	0.3869	0.5000	0.5000	0.5000			0.5000	0.2000	0.1000	0.0000	0.2500	0.5000	0.8400
q-021	0.1681	0.2500	0.2500	0.7500			0.2500	0.2000	0.1000	0.0000	0.0822	0.2500	0.8976
q-022	0.9439	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.8542	0.7500	0.4721
q-023	0.7039	0.6667	1.0000	1.0000			1.0000	0.4000	0.2000	0.0000	0.6465	0.6667	0.6505
q-024	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
q-025	0.2184	0.5000	0.5000	0.5000			0.1667	0.0000	0.1000	0.0000	0.0833	0.0000	0.9345
q-026	0.4365	0.6000	0.6000	1.0000			0.3333	0.4000	0.3000	0.0000	0.2918	0.4000	0.7041
