query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
hu-001	0.9550	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.8750	0.7500	0.4701
hu-002	0.9218	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.8095	0.6667	0.5876
hu-003	1.0000	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	1.0000	1.0000	0.4096
hu-004	0.5274	0.7500	0.7500	1.0000			0.5000	0.4000	0.3000	0.0000	0.3776	0.2500	0.7038
hu-005	0.6715	0.7500	1.0000	1.0000			1.0000	0.4000	0.3000	0.0000	0.5341	0.2500	0.6519
hu-006	0.0000	0.0000	0.5000	1.0000			0.0000	0.0000	0.0000	0.0000	0.1334	0.0000	0.9587
hu-007	0.8768	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.7292	0.7500	0.5277
hu-008	0.8688	0.8000	1.0000	1.0000			1.0000	0.8000	0.4000	0.0000	0.8909	0.8000	0.3881
hu-009	0.9558	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	0.8875	0.7500	0.4557
hu-010	0.2913	0.5000	0.7500	1.0000			0.2500	0.2000	0.2000	0.0000	0.2195	0.2500	0.8463
hu-011	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-012	1.0000	1.0000	1.0000	1.0000			1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	0.3277
hu-013	1.0000	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	1.0000	1.0000	0.5120
hu-014	0.9784	1.0000	1.0000	1.0000			1.0000	0.8000	0.6000	1.0000	0.9306	0.8333	0.3021
hu-015	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
hu-016	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-017	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-018	0.6238	0.5000	0.8333	1.0000			1.0000	0.6000	0.3000	0.0000	0.5740	0.5000	0.5249
hu-019	0.8200	0.8000	1.0000	1.0000			1.0000	0.6000	0.4000	0.0000	0.7422	0.6000	0.4664
hu-020	0.7654	0.6667	1.0000	1.0000			1.0000	0.4000	0.2000	0.0000	0.7222	0.6667	0.6355
hu-021	1.0000	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	1.0000	1.0000	0.4096
hu-022	0.9268	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.8167	0.5000	0.4925
hu-023	0.5143	0.7500	1.0000	1.0000			0.3333	0.6000	0.3000	0.0000	0.4298	0.5000	0.6767
hu-024	0.8319	0.7500	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.8167	0.7500	0.5032
hu-025	0.9197	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.8333	0.5000	0.6720
hu-026	0.6367	0.5000	0.7500	0.7500			1.0000	0.4000	0.2000	0.0000	0.5625	0.5000	0.6228
hu-027	0.4982	0.6667	1.0000	1.0000			0.5000	0.4000	0.2000	0.0000	0.4048	0.3333	0.7266
hu-028	0.3452	0.4000	0.8000	1.0000			0.5000	0.4000	0.2000	0.0000	0.3094	0.4000	0.7337
hu-029	0.7668	0.7500	1.0000	1.0000			1.0000	0.4000	0.3000	0.0000	0.6981	0.5000	0.5661
hu-030	0.7877	0.7500	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.7409	0.5000	0.5366
hu-031	0.5654	0.7500	1.0000	1.0000			0.5000	0.6000	0.3000	0.0000	0.4909	0.5000	0.6342
