query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10
q-001	0.8358	0.8000	0.8000	1.0000			1.0000
q-002	0.4693	0.3333	0.6667	0.6667			1.0000
q-003	0.1672	0.3333	1.0000	1.0000			0.1667
q-004	0.5830	0.8000	1.0000	1.0000			0.5000
q-005	0.6241	1.0000	1.0000	1.0000			0.5000
q-006	0.6665	1.0000	1.0000	1.0000			0.5000
q-007	0.9060	1.0000	1.0000	1.0000			1.0000
q-008	1.0000	1.0000	1.0000	1.0000			1.0000
q-009	1.0000	1.0000	1.0000	1.0000			1.0000
q-010	0.4525	0.6667	0.6667	1.0000			0.5000
q-011	0.4693	0.3333	0.3333	0.6667			1.0000
q-012	0.2769	0.6667	0.6667	1.0000			0.1111
q-013	0.5307	0.6667	1.0000	1.0000			0.5000
q-014	0.2021	0.3333	0.3333	0.6667			0.2500
q-015	0.6131	0.5000	1.0000	1.0000			1.0000
q-016	0.8772	1.0000	1.0000	1.0000			1.0000
q-017	0.3066	0.5000	0.5000	1.0000			0.3333
q-018	0.0000	0.0000	0.2500	1.0000			0.0000
q-019	0.1413	0.3333	0.3333	1.0000			0.1111
q-020	0.3869	0.5000	0.5000	0.5000			0.5000
q-021	0.0000	0.0000	0.2500	1.0000			0.0000
q-022	0.5814	1.0000	1.0000	1.0000			0.2500
q-023	0.4317	0.6667	1.0000	1.0000			0.5000
q-024	0.0000	0.0000	0.0000	0.0000			0.0000
q-025	0.0000	0.0000	0.0000	0.5000			0.0000
q-026	0.4369	0.6000	0.6000	0.8000			0.5000
q-027	0.1681	0.2500	0.7500	0.7500			0.2500
q-028	0.4144	0.5000	0.7500	1.0000			0.5000
q-029	0.4870	0.7500	1.0000	1.0000			0.5000
q-030	1.0000	1.0000	1.0000	1.0000			1.0000
q-031	0.6423	0.7500	0.7500	1.0000			1.0000
q-032	0.6131	0.5000	0.5000	1.0000			1.0000
q-033	0.1815	0.3333	0.3333	0.6667			0.2000
q-034	0.3333	1.0000	1.0000	1.0000			0.1429
q-035	0.3333	1.0000	1.0000	1.0000			0.1429
q-036	0.3066	0.5000	0.5000	1.0000			0.3333
q-037	0.6131	0.5000	0.5000	1.0000			1.0000
q-038	0.6508	0.6667	1.0000	1.0000			1.0000
q-039	0.4776	0.6667	1.0000	1.0000			0.5000
q-040	0.6309	1.0000	1.0000	1.0000			0.5000
q-041	0.4441	0.6667	0.6667	1.0000			0.5000
q-042	0.6113	1.0000	1.0000	1.0000			0.5000
q-043	0.6508	0.6667	0.6667	1.0000			1.0000
q-044	0.7039	0.6667	0.6667	1.0000			1.0000
q-045	0.7138	0.8000	1.0000	1.0000			1.0000
q-046	0.1909	0.1667	0.5000	0.8333			0.5000
q-047	0.1596	0.1250	0.3750	1.0000			0.5000
q-048	0.3170	0.3750	0.7500	1.0000			0.5000
q-049	0.6504	0.8000	1.0000	1.0000			0.5000
q-050	0.3255	0.3750	0.5000	0.7500			0.3333
q-051	0.3052	0.1429	0.2143	0.4286			1.0000
q-052	0.0000	0.0000	0.0000	1.0000			0.0000
q-053	0.3291	0.2500	0.3750	0.8750			1.0000
q-054	0.5250	1.0000	1.0000	1.0000			0.3333
q-055	0.2987	0.3333	0.5000	1.0000			0.5000
q-056	0.1993	0.0938	0.2813	0.9063			0.1250
q-057	0.4189	0.0893	0.1250	0.1964			0.3333
q-058	0.3633	0.1667	0.2083	0.4167			0.3333
q-059	0.4328	0.1389	0.2222	0.5833			0.3333
q-060	0.4328	0.1389	0.2222	0.5833			0.3333
