query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual	distinctDocs5	distinctDocs10	sameDocRuns10
982	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
985	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
993	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1012	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1014	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1019	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1020	0.4307	1.0000	1.0000	1.0000			0.2500	0.2000	0.1000	1.0000	0.2500	0.0000	0.8976	5	10	10
1021	0.4307	1.0000	1.0000	1.0000			0.2500	0.2000	0.1000	1.0000	0.2500	0.0000	0.8976	5	10	10
1024	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1029	0.8452	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.6667	0.6667	0.6384	5	10	10
1041	0.2044	0.5000	1.0000	1.0000			0.1429	0.0000	0.1000	0.0000	0.1429	0.0000	0.9366	5	10	10
1049	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
1062	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1086	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1088	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
1089	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1099	0.5000	1.0000	1.0000	1.0000			0.3333	0.2000	0.1000	1.0000	0.3333	0.0000	0.8720	5	10	10
1100	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1104	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1107	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1110	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
1121	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1130	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1132	0.2641	0.5000	0.5000	0.5000			0.2500	0.2000	0.1000	0.0000	0.1250	0.0000	0.8976	5	10	10
1137	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1140	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1144	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1146	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1150	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1163	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1175	0.0000	0.0000	0.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0123	0.0000	1.0000	5	10	10
1179	0.2891	1.0000	1.0000	1.0000			0.1000	0.0000	0.1000	1.0000	0.1000	0.0000	0.9732	5	10	10
1180	0.5000	1.0000	1.0000	1.0000			0.3333	0.2000	0.1000	1.0000	0.3333	0.0000	0.8720	5	10	10
1185	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1187	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1191	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
1194	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1196	0.4307	1.0000	1.0000	1.0000			0.2500	0.2000	0.1000	1.0000	0.2500	0.0000	0.8976	5	10	10
1197	0.4307	1.0000	1.0000	1.0000			0.2500	0.2000	0.1000	1.0000	0.2500	0.0000	0.8976	5	10	10
1199	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
1200	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
1202	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1204	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1207	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1213	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
1216	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1221	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
1225	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1226	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
1232	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1241	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1245	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1259	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1262	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1266	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1270	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1271	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1272	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1273	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1274	0.7328	1.0000	1.0000	1.0000			0.5000	0.6000	0.3000	1.0000	0.6389	0.6667	0.6096	5	10	10
1278	0.0000	0.0000	0.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0313	0.0000	0.9998	5	10	10
1279	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0625	0.0000	0.9930	5	10	10
1280	0.0000	0.0000	0.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0303	0.0000	0.9998	5	10	10
1281	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
1282	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1290	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1292	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1298	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1303	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0588	0.0000	0.9944	5	10	10
1316	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0714	0.0000	0.9890	5	10	10
1319	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1320	0.4307	1.0000	1.0000	1.0000			0.2500	0.2000	0.1000	1.0000	0.2500	0.0000	0.8976	5	10	10
1332	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
1335	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1336	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1337	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1339	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1344	0.5000	1.0000	1.0000	1.0000			0.3333	0.2000	0.1000	1.0000	0.3333	0.0000	0.8720	5	10	10
1352	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1359	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	4	9	9
1362	0.5000	1.0000	1.0000	1.0000			0.3333	0.2000	0.1000	1.0000	0.3333	0.0000	0.8720	5	10	10
1363	0.5000	1.0000	1.0000	1.0000			0.3333	0.2000	0.1000	1.0000	0.3333	0.0000	0.8720	5	10	10
1368	0.0000	0.0000	0.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0435	0.0000	0.9985	5	10	10
1370	0.6309	1.0000	1.0000	1.0000			0.5000	0.2000	0.1000	1.0000	0.5000	0.0000	0.8400	5	10	10
1379	0.3462	0.5000	0.7500	1.0000			0.3333	0.4000	0.2000	0.0000	0.2843	0.2500	0.7721	5	10	10
1382	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0714	0.0000	0.9890	5	10	10
1385	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1389	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
1395	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0714	0.0000	0.9890	5	10	10
