query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual	distinctDocs5	distinctDocs10	sameDocRuns10
PLAIN-2177	0.3120	0.1250	0.1250	0.1250			0.5000	0.4000	0.3000	0.0000	0.0625	0.1250	0.6721	5		
PLAIN-2187	0.3833	0.2222	0.2222	0.2222			1.0000	0.4000	0.2000	0.0000	0.2222	0.2222	0.6400			
PLAIN-2197	0.8454	0.1379	0.1897	0.2931			1.0000	0.8000	0.8000	0.0000	0.2190	0.2931	0.2006	5	10	10
PLAIN-2209	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000			
PLAIN-2220	0.2350	0.1111	0.1111	0.1111			1.0000	0.2000	0.1000	0.0000	0.1111	0.1111	0.8000			
PLAIN-2230	0.1184	0.1429	0.1429	0.1429			0.2500	0.2000	0.1000	0.0000	0.0357	0.1429	0.8976	5		
PLAIN-2240	0.5834	0.4545	0.4545	0.4545			1.0000	0.8000	0.5000	0.0000	0.3574	0.4545	0.4353	5		
PLAIN-2250	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5		
PLAIN-2261	0.6840	0.1000	0.1167	0.1167			1.0000	0.8000	0.6000	0.0000	0.0909	0.1167	0.3587	5	10	10
PLAIN-2271	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000			
PLAIN-2281	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000			
PLAIN-2291	0.3392	0.2000	0.2000	0.4000			1.0000	0.2000	0.1000	0.0000	0.2048	0.2000	0.8000	5	10	10
PLAIN-2301	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-2311	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000			
PLAIN-2321	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-2332	0.3996	0.0309	0.0722	0.2474			1.0000	0.4000	0.3000	0.0000	0.0902	0.2371	0.5796	5	10	10
PLAIN-2343	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-2354	0.3836	0.4000	0.4000	0.4000			0.5000	0.4000	0.2000	0.0000	0.2333	0.4000	0.7120	5	10	10
PLAIN-2364	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-2375	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-2386	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000			
PLAIN-2396	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000			
PLAIN-2408	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000			
PLAIN-2430	0.4063	0.0652	0.1304	0.2391			1.0000	0.6000	0.3000	0.0000	0.1097	0.2174	0.4988	5	10	10
PLAIN-2440	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-2450	0.2051	0.0526	0.0789	0.1842			0.5000	0.2000	0.2000	0.0000	0.0406	0.1579	0.7966	5	10	10
PLAIN-2460	0.2040	0.0645	0.0645	0.2581			0.2500	0.2000	0.2000	0.0000	0.0322	0.0645	0.8451	5	10	10
PLAIN-2470	0.4288	0.0411	0.0822	0.3425			1.0000	0.4000	0.3000	0.0000	0.1273	0.2877	0.5729	5	10	10
PLAIN-2480	0.1763	0.1111	0.2778	0.3333			0.5000	0.2000	0.2000	0.0000	0.0949	0.2778	0.7877	5	10	10
PLAIN-2490	0.4829	0.1304	0.1304	0.2609			1.0000	0.4000	0.3000	0.0000	0.1234	0.1304	0.5741	5	10	10
PLAIN-2500	0.0000	0.0000	0.1429	0.4286			0.0000	0.0000	0.0000	0.0000	0.0305	0.0000	0.9961	5	10	10
PLAIN-2510	0.7059	0.1304	0.2174	0.5652			1.0000	0.8000	0.6000	0.0000	0.3018	0.3913	0.2613	5	10	10
PLAIN-2520	0.0000	0.0000	0.0411	0.1507			0.0000	0.0000	0.0000	0.0000	0.0267	0.1507	0.9714	5	10	10
PLAIN-2530	0.9286	0.1389	0.2222	0.3056			1.0000	1.0000	1.0000	1.0000	0.2575	0.3056	0.0445	5	10	10
PLAIN-2540	0.1541	0.0952	0.1905	0.3810			0.3333	0.2000	0.2000	0.0000	0.0863	0.1905	0.7704	5	10	10
PLAIN-2550	0.0000	0.0000	0.0000	0.1200			0.0000	0.0000	0.0000	0.0000	0.0063	0.0000	0.9991	5	10	10
PLAIN-2560	0.7223	0.2857	0.4762	0.6667			1.0000	1.0000	0.6000	0.0000	0.4580	0.5238	0.2135	5	10	10
PLAIN-2570	0.2249	0.0500	0.0500	0.2500			0.5000	0.2000	0.2000	0.0000	0.0430	0.1000	0.8107	5	10	10
PLAIN-2580	0.3530	0.0870	0.1304	0.1304			1.0000	0.2000	0.2000	0.0000	0.0648	0.1304	0.7309	5	10	10
PLAIN-2590	0.0440	0.0159	0.0317	0.0794			0.2000	0.2000	0.1000	0.0000	0.0089	0.0635	0.9140	5	10	10
PLAIN-2600	0.6500	0.4000	0.4000	0.4000			1.0000	0.6000	0.4000	0.0000	0.3667	0.4000	0.4465	5	10	10
PLAIN-2610	0.2305	0.0492	0.0492	0.0984			0.5000	0.4000	0.3000	0.0000	0.0269	0.0820	0.7038	5	10	10
PLAIN-2620	0.5942	0.1455	0.1818	0.3455			1.0000	1.0000	0.8000	0.0000	0.2266	0.2727	0.1277	5	10	10
PLAIN-2630	0.5474	0.0833	0.1250	0.2708			1.0000	0.6000	0.4000	0.0000	0.1263	0.2083	0.4198	5	10	10
PLAIN-2640	0.6676	0.1875	0.2083	0.5417			1.0000	1.0000	0.9000	0.0000	0.3146	0.3542	0.1346	5	10	10
PLAIN-2650	0.4698	0.1379	0.1724	0.3793			1.0000	0.4000	0.4000	0.0000	0.1400	0.1724	0.5685	5	10	10
PLAIN-2660	0.2785	0.1111	0.1481	0.2222			0.5000	0.2000	0.3000	0.0000	0.0629	0.1481	0.7368	5	10	10
PLAIN-2670	0.2996	0.0286	0.0571	0.1429			1.0000	0.2000	0.1000	0.0000	0.0405	0.0571	0.7785	5	10	10
PLAIN-2680	0.4920	0.2143	0.2143	0.4286			1.0000	0.6000	0.3000	0.0000	0.2090	0.2143	0.5669	5	10	10
PLAIN-2690	0.3777	0.0930	0.1163	0.1395			1.0000	0.4000	0.4000	0.0000	0.0696	0.1395	0.5911	5	10	10
PLAIN-2700	0.1498	0.1000	0.1000	0.1000			0.3333	0.2000	0.1000	0.0000	0.0333	0.1000	0.8720	5	10	10
PLAIN-2710	0.4354	0.0952	0.1905	0.1905			1.0000	0.4000	0.2000	0.0000	0.1163	0.1905	0.6227	5	10	10
PLAIN-2720	0.1642	0.0556	0.0833	0.1944			0.5000	0.4000	0.2000	0.0000	0.0424	0.1111	0.7345	5	10	10
PLAIN-2730	0.0000	0.0000	0.0000	0.1034			0.0000	0.0000	0.0000	0.0000	0.0043	0.0345	0.9994	5	10	10
PLAIN-2740	0.4555	0.0800	0.1000	0.2800			0.5000	0.6000	0.4000	0.0000	0.0948	0.2200	0.5762	5	10	10
PLAIN-2750	0.5638	0.1186	0.1695	0.2712			1.0000	0.8000	0.7000	0.0000	0.1725	0.2542	0.3025	5	10	10
PLAIN-2760	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-2770	0.4546	0.1220	0.1463	0.5366			0.5000	0.6000	0.5000	0.0000	0.1854	0.2927	0.5299	5	10	10
PLAIN-2780	0.3944	0.1818	0.2273	0.4091			1.0000	0.6000	0.4000	0.0000	0.1797	0.2273	0.4969	5	10	10
PLAIN-2790	0.6372	0.0847	0.1186	0.1525			1.0000	0.8000	0.5000	0.0000	0.0994	0.1356	0.3364	5	10	10
PLAIN-2800	0.1432	0.0833	0.0833	0.1667			0.1429	0.0000	0.2000	0.0000	0.0213	0.0833	0.9206	5	10	10
PLAIN-2810	0.0495	0.1250	0.3750	0.5000			0.1111	0.0000	0.1000	0.0000	0.0597	0.0000	0.9540	5	10	10
PLAIN-2820	0.0000	0.0000	0.1250	0.2500			0.0000	0.0000	0.0000	0.0000	0.0106	0.0000	0.9930	5	10	10
PLAIN-2830	0.3194	0.3333	0.3333	0.6667			0.3333	0.2000	0.1000	0.0000	0.1358	0.3333	0.8714	5	10	10
PLAIN-2840	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-2850	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-2860	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400	5	10	10
PLAIN-2870	0.0000	0.0000	0.0000	0.2000			0.0000	0.0000	0.0000	0.0000	0.0044	0.0000	1.0000	5	10	10
PLAIN-2880	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-2890	0.1138	0.0345	0.0345	0.0345			0.1250	0.0000	0.1000	0.0000	0.0043	0.0345	0.9581	5	10	10
PLAIN-2900	0.0000	0.0000	0.0833	0.0833			0.0000	0.0000	0.0000	0.0000	0.0042	0.0000	0.9971	5	10	10
PLAIN-2910	0.2044	0.0667	0.0667	0.0667			0.5000	0.2000	0.1000	0.0000	0.0333	0.0667	0.8400	5	10	10
PLAIN-2920	0.0000	0.0000	0.0000	0.1429			0.0000	0.0000	0.0000	0.0000	0.0016	0.0000	1.0000	5	10	10
PLAIN-2930	0.3608	0.0714	0.0714	0.4286			1.0000	0.2000	0.1000	0.0000	0.0943	0.0714	0.7998	5	10	10
PLAIN-2940	0.0000	0.0000	0.0000	0.0909			0.0000	0.0000	0.0000	0.0000	0.0016	0.0000	1.0000	5	10	10
PLAIN-2950	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-2960	0.2941	0.5000	0.5000	0.5000			0.2000	0.2000	0.1000	0.0000	0.1000	0.0000	0.9181	5	10	10
PLAIN-2970	0.3806	0.1111	0.1111	0.2222			1.0000	0.2000	0.1000	0.0000	0.1183	0.1111	0.7998	5	10	10
PLAIN-2981	0.4992	0.2857	0.2857	0.2857			1.0000	0.2000	0.2000	0.0000	0.1786	0.1429	0.7581	5	10	10
PLAIN-2991	0.3869	0.5000	0.5000	0.5000			0.5000	0.2000	0.1000	0.0000	0.2500	0.5000	0.8400	5	10	10
PLAIN-3001	0.2641	0.5000	0.5000	0.5000			0.2500	0.2000	0.1000	0.0000	0.1250	0.0000	0.8976	5	10	10
PLAIN-3014	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-3026	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0526	0.0000	0.9964	5	10	10
PLAIN-3037	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-3053	0.7654	0.6667	0.6667	0.6667			1.0000	0.4000	0.2000	0.0000	0.6667	0.6667	0.6400	5	10	10
PLAIN-3063	0.0000	0.0000	0.0000	0.2500			0.0000	0.0000	0.0000	0.0000	0.0041	0.0000	1.0000	5	10	10
PLAIN-3074	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000	5	10	10
PLAIN-3085	0.3956	1.0000	1.0000	1.0000			0.1667	0.0000	0.2000	1.0000	0.1833	0.0000	0.9076	5	10	10
PLAIN-3097	0.4770	0.2500	0.2500	0.5000			1.0000	0.2000	0.1000	0.0000	0.2727	0.2500	0.7982	5	10	10
PLAIN-3116	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-3131	0.5103	0.3333	0.5000	0.5000			1.0000	0.4000	0.2000	0.0000	0.2750	0.3333	0.7009	5	10	10
PLAIN-3141	0.0000	0.0000	0.0588	0.1176			0.0000	0.0000	0.0000	0.0000	0.0084	0.0588	0.9749	5	10	10
PLAIN-3151	0.0000	0.0000	0.2778	0.5556			0.0000	0.0000	0.0000	0.0000	0.1028	0.1667	0.9657	5	10	10
PLAIN-3161	0.3608	0.0233	0.0233	0.3488			1.0000	0.2000	0.1000	0.0000	0.0953	0.2791	0.7923	5	10	10
PLAIN-3171	0.2040	0.0588	0.1176	0.2353			0.5000	0.4000	0.2000	0.0000	0.0640	0.1471	0.6917	5	10	10
PLAIN-3181	0.0000	0.0000	0.0000	0.0741			0.0000	0.0000	0.0000	0.0000	0.0016	0.0000	1.0000	5	10	10
PLAIN-3191	0.4878	0.2500	0.3750	0.5000			1.0000	0.8000	0.4000	0.0000	0.2783	0.3125	0.4424	5	10	10
PLAIN-3201	0.2566	0.0938	0.0938	0.1250			0.2000	0.2000	0.3000	0.0000	0.0303	0.0938	0.8236	5	10	10
PLAIN-3211	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5	10	10
PLAIN-3221	0.0000	0.0000	0.0000	0.1250			0.0000	0.0000	0.0000	0.0000	0.0040	0.0000	1.0000	5	10	10
PLAIN-3231	0.0000	0.0000	0.0000	0.2500			0.0000	0.0000	0.0000	0.0000	0.0045	0.0000	1.0000	5	10	10
PLAIN-3241	0.1086	0.0345	0.0345	0.0690			0.1111	0.0000	0.1000	0.0000	0.0056	0.0345	0.9664	5	10	10
PLAIN-3251	0.0000	0.0000	0.0476	0.0952			0.0000	0.0000	0.0000	0.0000	0.0079	0.0952	0.9867	5	10	10
PLAIN-3261	0.1498	0.0769	0.0769	0.1538			0.3333	0.2000	0.1000	0.0000	0.0294	0.0769	0.8720	5	10	10
PLAIN-3271	0.0000	0.0000	0.0000	0.0408			0.0000	0.0000	0.0000	0.0000	0.0011	0.0204	1.0000	5	10	10
PLAIN-3281	0.3239	0.0385	0.0385	0.0769			1.0000	0.2000	0.1000	0.0000	0.0412	0.0385	0.7995	5	10	10
PLAIN-3292	0.2787	0.5714	0.8571	0.8571			0.2000	0.2000	0.4000	0.0000	0.2945	0.1429	0.7848	5	10	10
PLAIN-3302	0.1804	0.0270	0.0541	0.2973			1.0000	0.2000	0.1000	0.0000	0.0586	0.1081	0.7946	5	10	10
PLAIN-3312	0.1228	0.2308	0.3077	0.5385			0.1667	0.0000	0.3000	0.0000	0.1192	0.3077	0.8260	5	10	10
PLAIN-3322	0.0734	0.0127	0.0127	0.0633			0.1429	0.0000	0.1000	0.0000	0.0069	0.0633	0.9469	5	10	10
PLAIN-3332	0.4498	0.2857	0.4286	0.7857			0.5000	0.6000	0.4000	0.0000	0.2864	0.2857	0.5691	5	10	10
PLAIN-3342	0.7654	0.6667	0.6667	1.0000			1.0000	0.4000	0.2000	0.0000	0.7101	0.6667	0.6385	5	10	10
PLAIN-3352	0.0000	0.0000	0.0000	0.1538			0.0000	0.0000	0.0000	0.0000	0.0089	0.0256	0.9999	5	10	10
PLAIN-3362	0.5881	0.2727	0.2727	0.2727			1.0000	0.6000	0.3000	0.0000	0.2727	0.2727	0.5120	5	10	10
PLAIN-3372	0.1203	0.0714	0.0714	0.1429			0.1429	0.0000	0.1000	0.0000	0.0144	0.0714	0.9474	5	10	10
PLAIN-3382	0.1509	0.1429	0.2143	0.4286			0.5000	0.2000	0.2000	0.0000	0.1010	0.2143	0.7832	5	10	10
PLAIN-3392	0.0000	0.0000	0.0000	0.1304			0.0000	0.0000	0.0000	0.0000	0.0038	0.0000	1.0000	5	10	10
PLAIN-3402	0.0000	0.0000	0.0000	0.0714			0.0000	0.0000	0.0000	0.0000	0.0034	0.0000	0.9977	5	10	10
PLAIN-3412	0.2665	0.0612	0.0816	0.2041			1.0000	0.2000	0.3000	0.0000	0.0581	0.1429	0.6901	5	10	10
PLAIN-3422	0.1249	0.0645	0.1613	0.4839			0.5000	0.4000	0.2000	0.0000	0.1116	0.1613	0.7057	5	10	10
PLAIN-3432	0.2426	0.0714	0.1429	0.1905			0.2500	0.2000	0.3000	0.0000	0.0481	0.1429	0.7706	5	10	10
PLAIN-3442	0.0000	0.0000	0.0000	0.0690			0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	1.0000	5	10	10
PLAIN-3452	0.5071	0.1765	0.1765	0.2941			1.0000	0.6000	0.3000	0.0000	0.1885	0.1765	0.5120	5	10	10
PLAIN-3462	0.6969	0.1094	0.1406	0.3906			1.0000	0.6000	0.7000	0.0000	0.1935	0.3281	0.3937	5	10	10
PLAIN-3472	0.0000	0.0000	0.0000	0.0588			0.0000	0.0000	0.0000	0.0000	0.0009	0.0000	1.0000	5	10	10
