query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
q-001	0.6662	0.6000	1.0000	1.0000			1.0000	0.4000	0.3000	0.0000	0.6418	0.4000	0.5489
q-002	0.1480	0.3333	0.6667	0.6667			0.1250	0.0000	0.1000	0.0000	0.0861	0.0000	0.9493
q-003	0.0000	0.0000	0.3333	1.0000			0.0000	0.0000	0.0000	0.0000	0.0567	0.0000	0.9955
q-004	0.8208	0.8000	1.0000	1.0000			1.0000	0.6000	0.4000	0.0000	0.7709	0.6000	0.4637
q-005	0.4685	1.0000	1.0000	1.0000			0.2500	0.2000	0.2000	1.0000	0.2679	0.0000	0.8452
q-006	0.4823	0.7500	1.0000	1.0000			0.5000	0.2000	0.3000	0.0000	0.3250	0.2500	0.7642
q-007	0.8855	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.7556	0.6667	0.5901
q-008	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-009	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-010	0.7586	1.0000	1.0000	1.0000			1.0000	0.2000	0.3000	1.0000	0.5278	0.3333	0.7245
q-011	0.6797	1.0000	1.0000	1.0000			0.5000	0.6000	0.3000	1.0000	0.5333	0.3333	0.6557
q-012	0.6257	1.0000	1.0000	1.0000			0.5000	0.4000	0.3000	1.0000	0.4250	0.3333	0.7161
q-013	0.6364	0.6667	1.0000	1.0000			1.0000	0.2000	0.2000	0.0000	0.4971	0.3333	0.7309
q-014	0.4982	0.6667	0.6667	0.6667			0.5000	0.4000	0.2000	0.0000	0.3333	0.3333	0.7376
q-015	0.3707	1.0000	1.0000	1.0000			0.1250	0.0000	0.2000	1.0000	0.1625	0.0000	0.9312
q-016	0.9197	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.8333	0.5000	0.6720
q-017	0.1934	0.5000	0.5000	1.0000			0.1250	0.0000	0.1000	0.0000	0.0772	0.0000	0.9581
q-018	0.6367	0.5000	0.7500	1.0000			1.0000	0.4000	0.2000	0.0000	0.5764	0.5000	0.6341
q-019	0.0000	0.0000	0.0000	0.6667			0.0000	0.0000	0.0000	0.0000	0.0347	0.0000	0.9984
q-020	0.3869	0.5000	0.5000	0.5000			0.5000	0.2000	0.1000	0.0000	0.2500	0.5000	0.8400
