query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
q-001	0.9374	1.0000	1.0000	1.0000			1.0000	0.8000	0.5000	1.0000	0.8350	0.8000	0.4137
q-002	0.7654	0.6667	0.6667	0.6667			1.0000	0.4000	0.2000	0.0000	0.6667	0.6667	0.6400
q-003	0.4914	1.0000	1.0000	1.0000			0.2500	0.2000	0.3000	1.0000	0.2778	0.0000	0.8221
q-004	0.8688	0.8000	1.0000	1.0000			1.0000	0.8000	0.4000	0.0000	0.8909	0.8000	0.3881
q-005	0.6053	1.0000	1.0000	1.0000			0.5000	0.2000	0.2000	1.0000	0.4167	0.5000	0.7745
q-006	0.9047	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	0.8042	0.7500	0.4877
q-007	0.9060	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8056	0.6667	0.5696
q-008	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-009	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-010	0.7989	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.5917	0.3333	0.6761
q-011	0.9060	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8056	0.6667	0.5696
q-012	0.7865	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.5667	0.3333	0.6912
q-013	0.8194	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.6250	0.3333	0.6557
q-014	0.6508	0.6667	0.6667	0.6667			1.0000	0.4000	0.2000	0.0000	0.4667	0.3333	0.7181
q-015	0.5438	1.0000	1.0000	1.0000			0.3333	0.4000	0.2000	1.0000	0.3667	0.0000	0.7901
q-016	0.8772	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.7500	0.5000	0.6976
q-017	0.6131	0.5000	0.5000	1.0000			1.0000	0.2000	0.1000	0.0000	0.5313	0.5000	0.7998
q-018	0.5856	0.5000	0.5000	1.0000			1.0000	0.4000	0.2000	0.0000	0.4683	0.5000	0.6714
q-019	0.1357	0.3333	0.6667	0.6667			0.1000	0.0000	0.1000	0.0000	0.0725	0.0000	0.9675
q-020	0.3869	0.5000	0.5000	0.5000			0.5000	0.2000	0.1000	0.0000	0.2500	0.5000	0.8400
q-021	0.1681	0.2500	0.2500	0.7500			0.2500	0.2000	0.1000	0.0000	0.0871	0.2500	0.8974
q-022	0.9047	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	0.8042	0.7500	0.4877
q-023	0.7921	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.5778	0.3333	0.6845
q-024	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
q-025	0.0000	0.0000	0.5000	0.5000			0.0000	0.0000	0.0000	0.0000	0.0250	0.0000	0.9971
q-026	0.4852	0.4000	0.6000	1.0000			1.0000	0.4000	0.2000	0.0000	0.3629	0.4000	0.6906
q-027	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.1609	0.0000	0.9546
q-028	0.7397	1.0000	1.0000	1.0000			0.5000	0.6000	0.4000	1.0000	0.6220	0.7500	0.5572
q-029	0.3904	0.2500	0.7500	0.7500			1.0000	0.2000	0.1000	0.0000	0.3298	0.2500	0.7834
q-030	1.0000	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	1.0000	1.0000	0.5120
q-031	0.8548	1.0000	1.0000	1.0000			1.0000	0.4000	0.4000	1.0000	0.6845	0.5000	0.5540
q-032	0.7904	1.0000	1.0000	1.0000			1.0000	0.2000	0.2000	1.0000	0.6000	0.5000	0.7732
q-033	0.4693	0.3333	0.3333	0.3333			1.0000	0.2000	0.1000	0.0000	0.3333	0.3333	0.8000
q-034	0.0000	0.0000	0.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0357	0.0000	0.9995
q-035	0.4307	1.0000	1.0000	1.0000			0.2500	0.2000	0.1000	1.0000	0.2500	0.0000	0.8976
q-036	0.2641	0.5000	1.0000	1.0000			0.2500	0.2000	0.1000	0.0000	0.1964	0.0000	0.8866
q-037	0.1934	0.5000	0.5000	0.5000			0.1250	0.0000	0.1000	0.0000	0.0625	0.0000	0.9581
q-038	0.4693	0.3333	0.3333	0.3333			1.0000	0.2000	0.1000	0.0000	0.3333	0.3333	0.8000
q-039	0.7654	0.6667	1.0000	1.0000			1.0000	0.4000	0.2000	0.0000	0.7500	0.6667	0.6228
q-040	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-041	0.4693	0.3333	0.3333	0.6667			1.0000	0.2000	0.1000	0.0000	0.3488	0.3333	0.8000
q-042	0.8127	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.6111	0.3333	0.6640
q-043	0.4693	0.3333	0.3333	0.3333			1.0000	0.2000	0.1000	0.0000	0.3333	0.3333	0.8000
q-044	0.4693	0.3333	0.6667	1.0000			1.0000	0.2000	0.1000	0.0000	0.3953	0.3333	0.7944
q-045	0.7380	0.8000	1.0000	1.0000			1.0000	0.6000	0.4000	0.0000	0.5958	0.6000	0.5562
q-046	0.4197	0.3333	0.3333	0.5000			1.0000	0.4000	0.2000	0.0000	0.2561	0.3333	0.7162
q-047	0.3521	0.5000	0.7500	1.0000			0.2000	0.2000	0.4000	0.0000	0.3733	0.5000	0.7226
q-048	0.5104	0.3750	0.5000	0.5000			1.0000	0.6000	0.3000	0.0000	0.3528	0.3750	0.5536
q-049	0.9670	1.0000	1.0000	1.0000			1.0000	0.8000	0.5000	1.0000	0.9029	0.8000	0.3777
q-050	0.4125	0.2500	0.6250	0.7500			1.0000	0.4000	0.2000	0.0000	0.3685	0.2500	0.6048
q-051	0.3964	0.2143	0.2143	0.2143			1.0000	0.4000	0.3000	0.0000	0.1429	0.2143	0.6384
q-052	0.0000	0.0000	0.3333	1.0000			0.0000	0.0000	0.0000	0.0000	0.0607	0.0000	0.9911
q-053	0.2394	0.2500	0.2500	0.2500			0.5000	0.2000	0.2000	0.0000	0.0938	0.2500	0.7981
q-054	0.5706	1.0000	1.0000	1.0000			0.3333	0.4000	0.2000	1.0000	0.4167	0.0000	0.7696
q-055	0.2684	0.3333	0.5000	1.0000			0.3333	0.4000	0.2000	0.0000	0.2035	0.3333	0.7870
q-056	0.3511	0.1563	0.4063	0.9688			0.1667	0.0000	0.5000	0.0000	0.5567	0.6563	0.6842
q-057	0.2494	0.0536	0.1071	0.2143			0.2500	0.4000	0.3000	0.0000	0.0665	0.1786	0.7247
q-058	0.3149	0.0833	0.0833	0.1250			1.0000	0.4000	0.2000	0.0000	0.0661	0.0833	0.6975
q-059	0.2337	0.0556	0.1944	0.5278			0.5000	0.4000	0.2000	0.0000	0.1761	0.3333	0.6893
q-060	0.2337	0.0556	0.1944	0.5278			0.5000	0.4000	0.2000	0.0000	0.1761	0.3333	0.6893
