query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
hu-001	0.1128	0.2500	0.2500	0.5000			0.1000	0.0000	0.1000	0.0000	0.0313	0.0000	0.9732
hu-002	0.9469	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8667	0.6667	0.5581
hu-003	0.7757	0.7500	0.7500	0.7500			1.0000	0.4000	0.3000	0.0000	0.6250	0.5000	0.5745
hu-004	0.0000	0.0000	0.0000	0.7500			0.0000	0.0000	0.0000	0.0000	0.0341	0.0000	0.9990
hu-005	0.0000	0.0000	0.0000	0.2500			0.0000	0.0000	0.0000	0.0000	0.0028	0.0000	1.0000
hu-006	0.3342	0.5000	0.5000	1.0000			0.3333	0.2000	0.2000	0.0000	0.2041	0.2500	0.8064
hu-007	0.2913	0.5000	1.0000	1.0000			0.2500	0.2000	0.2000	0.0000	0.2452	0.2500	0.8359
hu-008	0.6548	0.6000	0.6000	1.0000			1.0000	0.6000	0.3000	0.0000	0.5249	0.6000	0.5693
hu-009	0.3904	0.2500	0.2500	0.7500			1.0000	0.2000	0.1000	0.0000	0.2749	0.2500	0.7999
hu-010	0.1952	0.2500	0.2500	1.0000			0.3333	0.2000	0.1000	0.0000	0.1178	0.2500	0.8719
hu-011	0.1846	0.5000	1.0000	1.0000			0.1111	0.0000	0.1000	0.0000	0.1144	0.0000	0.9608
hu-012	0.6552	0.6000	0.8000	1.0000			1.0000	0.4000	0.3000	0.0000	0.5417	0.4000	0.5954
hu-013	0.2346	0.3333	1.0000	1.0000			0.3333	0.2000	0.1000	0.0000	0.2212	0.3333	0.8526
hu-014	0.5176	0.6667	0.8333	1.0000			0.5000	0.4000	0.4000	0.0000	0.4372	0.3333	0.6208
hu-015	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
hu-016	0.6131	0.5000	1.0000	1.0000			1.0000	0.2000	0.1000	0.0000	0.5769	0.5000	0.7863
hu-017	0.9197	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.8333	0.5000	0.6720
hu-018	0.8025	0.8333	1.0000	1.0000			1.0000	0.6000	0.5000	0.0000	0.6926	0.5000	0.4611
hu-019	0.5531	0.4000	0.8000	1.0000			1.0000	0.4000	0.2000	0.0000	0.5514	0.4000	0.6083
hu-020	0.8711	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.7222	0.6667	0.6065
hu-021	0.8928	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.7708	0.7500	0.5041
hu-022	0.3591	0.5000	0.5000	1.0000			0.5000	0.2000	0.2000	0.0000	0.2263	0.2500	0.8122
hu-023	0.2463	0.2500	0.2500	0.7500			0.5000	0.2000	0.1000	0.0000	0.1391	0.2500	0.8400
hu-024	0.3973	0.5000	0.5000	0.7500			0.5000	0.4000	0.2000	0.0000	0.2329	0.2500	0.7581
hu-025	0.5110	1.0000	1.0000	1.0000			0.3333	0.2000	0.2000	1.0000	0.3095	0.0000	0.8196
hu-026	0.1510	0.2500	0.5000	0.7500			0.2000	0.2000	0.1000	0.0000	0.1137	0.0000	0.9008
hu-027	0.9325	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.8333	0.6667	0.5745
hu-028	0.0000	0.0000	0.0000	0.6000			0.0000	0.0000	0.0000	0.0000	0.0239	0.0000	0.9997
hu-029	0.3462	0.5000	0.7500	1.0000			0.3333	0.4000	0.2000	0.0000	0.2450	0.2500	0.7865
hu-030	0.5646	0.7500	0.7500	1.0000			0.5000	0.4000	0.3000	0.0000	0.4239	0.5000	0.6693
hu-031	0.6367	0.5000	0.5000	0.7500			1.0000	0.4000	0.2000	0.0000	0.5357	0.5000	0.6377
