query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
hu-001	0.5135	0.5000	0.7500	1.0000			1.0000	0.2000	0.2000	0.0000	0.3948	0.2500	0.7490
hu-002	0.9469	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8667	0.6667	0.5581
hu-003	0.8989	1.0000	1.0000	1.0000			1.0000	0.4000	0.4000	1.0000	0.7500	0.5000	0.5325
hu-004	0.1301	0.2500	0.5000	1.0000			0.1429	0.0000	0.1000	0.0000	0.1432	0.0000	0.9357
hu-005	0.8319	0.7500	0.7500	1.0000			1.0000	0.6000	0.3000	0.0000	0.7833	0.7500	0.5117
hu-006	0.1232	0.2500	0.7500	1.0000			0.1250	0.0000	0.1000	0.0000	0.1196	0.0000	0.9442
hu-007	0.6551	1.0000	1.0000	1.0000			0.5000	0.4000	0.4000	1.0000	0.4549	0.5000	0.6621
hu-008	0.7756	0.8000	1.0000	1.0000			1.0000	0.6000	0.4000	0.0000	0.6936	0.6000	0.4903
hu-009	0.9047	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	0.8042	0.7500	0.4877
hu-010	0.1175	0.2500	0.5000	1.0000			0.1111	0.0000	0.1000	0.0000	0.1194	0.0000	0.9608
hu-011	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-012	1.0000	1.0000	1.0000	1.0000			1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	0.3277
hu-013	1.0000	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	1.0000	1.0000	0.5120
hu-014	0.7767	1.0000	1.0000	1.0000			0.5000	0.6000	0.6000	1.0000	0.6746	0.6667	0.4497
hu-015	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
hu-016	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-017	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-018	0.9671	1.0000	1.0000	1.0000			1.0000	0.8000	0.6000	1.0000	0.8968	0.6667	0.3236
hu-019	0.9428	1.0000	1.0000	1.0000			1.0000	0.6000	0.5000	1.0000	0.8393	0.6000	0.4176
hu-020	0.9010	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.7667	0.6667	0.6132
hu-021	1.0000	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	1.0000	1.0000	0.4096
hu-022	0.7246	0.7500	1.0000	1.0000			1.0000	0.4000	0.3000	0.0000	0.6083	0.5000	0.5977
hu-023	0.7487	1.0000	1.0000	1.0000			0.5000	0.6000	0.4000	1.0000	0.6458	0.7500	0.5441
hu-024	0.6526	0.7500	1.0000	1.0000			1.0000	0.2000	0.3000	0.0000	0.4771	0.2500	0.6896
hu-025	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-026	0.7598	0.7500	0.7500	0.7500			1.0000	0.4000	0.3000	0.0000	0.5938	0.5000	0.5981
hu-027	0.8855	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.7556	0.6667	0.5901
hu-028	0.5531	0.4000	0.6000	1.0000			1.0000	0.4000	0.2000	0.0000	0.5232	0.4000	0.6206
hu-029	0.9558	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	0.8875	0.7500	0.4557
hu-030	0.6710	1.0000	1.0000	1.0000			0.5000	0.4000	0.4000	1.0000	0.4861	0.5000	0.6385
hu-031	0.5535	0.7500	1.0000	1.0000			0.5000	0.4000	0.3000	0.0000	0.4659	0.5000	0.6506
