query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
hu-001	0.5294	0.5000	0.5000	0.5000			1.0000	0.2000	0.2000	0.0000	0.3333	0.2500	0.7345
hu-002	0.9675	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.9167	0.6667	0.5376
hu-003	0.7877	0.7500	0.7500	0.7500			1.0000	0.6000	0.3000	0.0000	0.6500	0.5000	0.5581
hu-004	0.6367	0.5000	0.7500	0.7500			1.0000	0.4000	0.2000	0.0000	0.5536	0.5000	0.6290
hu-005	0.3904	0.2500	0.2500	0.2500			1.0000	0.2000	0.1000	0.0000	0.2500	0.2500	0.8000
hu-006	0.5205	0.5000	0.7500	1.0000			1.0000	0.2000	0.2000	0.0000	0.4044	0.2500	0.7364
hu-007	0.9550	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.8750	0.7500	0.4701
hu-008	0.8688	0.8000	1.0000	1.0000			1.0000	0.8000	0.4000	0.0000	0.8909	0.8000	0.3881
hu-009	0.6096	0.7500	0.7500	0.7500			0.5000	0.6000	0.3000	0.0000	0.4792	0.7500	0.6096
hu-010	0.2685	0.5000	0.7500	1.0000			0.2000	0.2000	0.2000	0.0000	0.1962	0.0000	0.8729
hu-011	0.6934	1.0000	1.0000	1.0000			0.5000	0.4000	0.2000	1.0000	0.5833	0.5000	0.7120
hu-012	0.8688	0.8000	0.8000	1.0000			1.0000	0.8000	0.4000	0.0000	0.8196	0.8000	0.4096
hu-013	0.7654	0.6667	1.0000	1.0000			1.0000	0.4000	0.2000	0.0000	0.7333	0.6667	0.6312
hu-014	1.0000	1.0000	1.0000	1.0000			1.0000	1.0000	0.6000	1.0000	1.0000	1.0000	0.2621
hu-015	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
hu-016	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-017	0.9197	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.8333	0.5000	0.6720
hu-018	0.6013	0.5000	1.0000	1.0000			1.0000	0.4000	0.3000	0.0000	0.5833	0.5000	0.5440
hu-019	0.9896	1.0000	1.0000	1.0000			1.0000	0.8000	0.5000	1.0000	0.9667	0.8000	0.3441
hu-020	0.9469	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8667	0.6667	0.5581
hu-021	1.0000	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	1.0000	1.0000	0.4096
hu-022	0.9829	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	0.9500	0.7500	0.4301
hu-023	0.8319	0.7500	0.7500	0.7500			1.0000	0.6000	0.3000	0.0000	0.7500	0.7500	0.5120
hu-024	0.7537	0.7500	0.7500	0.7500			1.0000	0.6000	0.3000	0.0000	0.6042	0.7500	0.5696
hu-025	0.9197	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.8333	0.5000	0.6720
hu-026	0.8319	0.7500	0.7500	0.7500			1.0000	0.6000	0.3000	0.0000	0.7500	0.7500	0.5120
hu-027	1.0000	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	1.0000	1.0000	0.5120
hu-028	0.5087	0.4000	0.6000	0.6000			1.0000	0.4000	0.2000	0.0000	0.3833	0.4000	0.6548
hu-029	0.9223	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.7986	0.7500	0.5040
hu-030	0.8327	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.6500	0.5000	0.5737
hu-031	0.7668	0.7500	0.7500	0.7500			1.0000	0.4000	0.3000	0.0000	0.6071	0.5000	0.5876
