query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
hu-001	0.1391	0.2500	0.5000	0.5000			0.1667	0.0000	0.1000	0.0000	0.0801	0.0000	0.9207
hu-002	1.0000	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	1.0000	1.0000	0.5120
hu-003	0.8319	0.7500	0.7500	0.7500			1.0000	0.6000	0.3000	0.0000	0.7500	0.7500	0.5120
hu-004	0.1128	0.2500	0.7500	0.7500			0.1000	0.0000	0.1000	0.0000	0.1121	0.0000	0.9472
hu-005	0.0000	0.0000	0.2500	0.2500			0.0000	0.0000	0.0000	0.0000	0.0192	0.0000	0.9863
hu-006	0.3854	0.5000	0.5000	1.0000			0.5000	0.2000	0.2000	0.0000	0.2674	0.2500	0.7726
hu-007	0.9558	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	0.8875	0.7500	0.4557
hu-008	0.8297	0.8000	0.8000	1.0000			1.0000	0.6000	0.4000	0.0000	0.7357	0.6000	0.4696
hu-009	0.5032	0.5000	0.7500	0.7500			1.0000	0.2000	0.2000	0.0000	0.3577	0.2500	0.7594
hu-010	0.1952	0.2500	0.5000	1.0000			0.3333	0.2000	0.1000	0.0000	0.1664	0.2500	0.8652
hu-011	0.6509	1.0000	1.0000	1.0000			0.5000	0.4000	0.2000	1.0000	0.5000	0.5000	0.7376
hu-012	0.8304	0.8000	1.0000	1.0000			1.0000	0.8000	0.4000	0.0000	0.7814	0.8000	0.4447
hu-013	0.7654	0.6667	1.0000	1.0000			1.0000	0.4000	0.2000	0.0000	0.7500	0.6667	0.6228
hu-014	0.9200	1.0000	1.0000	1.0000			1.0000	0.6000	0.6000	1.0000	0.7885	0.6667	0.3928
hu-015	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
hu-016	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-017	0.9197	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.8333	0.5000	0.6720
hu-018	0.7806	0.8333	1.0000	1.0000			1.0000	0.6000	0.5000	0.0000	0.6610	0.5000	0.4696
hu-019	0.9896	1.0000	1.0000	1.0000			1.0000	0.8000	0.5000	1.0000	0.9667	0.8000	0.3441
hu-020	0.9060	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8056	0.6667	0.5696
hu-021	0.9829	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	0.9500	0.7500	0.4301
hu-022	0.7095	0.7500	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.6083	0.5000	0.5985
hu-023	0.3904	0.2500	0.7500	0.7500			1.0000	0.2000	0.1000	0.0000	0.3580	0.2500	0.7613
hu-024	0.5856	0.5000	0.7500	0.7500			1.0000	0.4000	0.2000	0.0000	0.4702	0.5000	0.6610
hu-025	0.8503	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.7000	0.5000	0.7181
hu-026	0.6886	0.7500	0.7500	0.7500			1.0000	0.4000	0.3000	0.0000	0.4821	0.5000	0.6452
hu-027	1.0000	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	1.0000	1.0000	0.5120
hu-028	0.1021	0.2000	0.4000	0.6000			0.1111	0.0000	0.1000	0.0000	0.0847	0.0000	0.9435
hu-029	0.8319	0.7500	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.8214	0.7500	0.5010
hu-030	0.7095	0.7500	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.6083	0.5000	0.5985
hu-031	0.7877	0.7500	0.7500	0.7500			1.0000	0.6000	0.3000	0.0000	0.6500	0.5000	0.5581
