query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
q-001	0.7860	0.8000	1.0000	1.0000			1.0000	0.8000	0.4000	0.0000	0.6960	0.8000	0.4841
q-002	0.7039	0.6667	0.6667	0.6667			1.0000	0.4000	0.2000	0.0000	0.5556	0.6667	0.6720
q-003	0.6039	1.0000	1.0000	1.0000			0.3333	0.4000	0.3000	1.0000	0.4444	0.3333	0.7041
q-004	0.8688	0.8000	1.0000	1.0000			1.0000	0.8000	0.4000	0.0000	0.8909	0.8000	0.3881
q-005	0.8316	1.0000	1.0000	1.0000			1.0000	0.2000	0.2000	1.0000	0.6667	0.5000	0.7345
q-006	0.7045	1.0000	1.0000	1.0000			0.5000	0.6000	0.4000	1.0000	0.5667	0.5000	0.5901
q-007	0.9469	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8667	0.6667	0.5581
q-008	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-009	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-010	0.7654	0.6667	0.6667	1.0000			1.0000	0.4000	0.2000	0.0000	0.6961	0.6667	0.6399
q-011	0.7039	0.6667	0.6667	1.0000			1.0000	0.4000	0.2000	0.0000	0.5850	0.6667	0.6719
q-012	0.7654	0.6667	1.0000	1.0000			1.0000	0.4000	0.2000	0.0000	0.7500	0.6667	0.6228
q-013	0.8711	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.7222	0.6667	0.6065
q-014	0.4776	0.6667	0.6667	0.6667			0.5000	0.4000	0.2000	0.0000	0.3000	0.3333	0.7581
q-015	0.6509	1.0000	1.0000	1.0000			0.5000	0.4000	0.2000	1.0000	0.5000	0.5000	0.7376
q-016	0.8772	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.7500	0.5000	0.6976
q-017	0.6131	0.5000	1.0000	1.0000			1.0000	0.2000	0.1000	0.0000	0.5500	0.5000	0.7971
q-018	0.4144	0.5000	0.5000	1.0000			0.5000	0.4000	0.2000	0.0000	0.2945	0.5000	0.7374
q-019	0.2021	0.3333	0.3333	0.6667			0.2500	0.2000	0.1000	0.0000	0.1151	0.0000	0.8953
q-020	0.3869	0.5000	0.5000	0.5000			0.5000	0.2000	0.1000	0.0000	0.2500	0.5000	0.8400
q-021	0.2463	0.2500	0.2500	0.7500			0.5000	0.2000	0.1000	0.0000	0.1469	0.2500	0.8400
q-022	0.9709	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.9167	0.7500	0.4465
q-023	0.8452	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.6667	0.6667	0.6384
q-024	0.0000	0.0000	0.0000	0.0000			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000
q-025	0.1846	0.5000	0.5000	0.5000			0.1111	0.0000	0.1000	0.0000	0.0556	0.0000	0.9664
q-026	0.4226	0.6000	0.6000	1.0000			0.3333	0.4000	0.3000	0.0000	0.2660	0.4000	0.7277
q-027	0.2742	0.5000	1.0000	1.0000			0.2000	0.2000	0.2000	0.0000	0.2202	0.0000	0.8595
q-028	0.5805	0.7500	1.0000	1.0000			0.5000	0.4000	0.3000	0.0000	0.5000	0.5000	0.6293
q-029	0.5135	0.5000	0.7500	0.7500			1.0000	0.2000	0.2000	0.0000	0.3702	0.2500	0.7443
q-030	1.0000	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	1.0000	1.0000	0.5120
q-031	0.7107	1.0000	1.0000	1.0000			0.5000	0.4000	0.4000	1.0000	0.5595	0.5000	0.5940
q-032	0.6131	0.5000	1.0000	1.0000			1.0000	0.2000	0.1000	0.0000	0.5833	0.5000	0.7828
q-033	0.4693	0.3333	0.3333	0.3333			1.0000	0.2000	0.1000	0.0000	0.3333	0.3333	0.8000
q-034	0.0000	0.0000	1.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0526	0.0000	0.9964
q-035	0.5000	1.0000	1.0000	1.0000			0.3333	0.2000	0.1000	1.0000	0.3333	0.0000	0.8720
q-036	0.3066	0.5000	1.0000	1.0000			0.3333	0.2000	0.1000	0.0000	0.2500	0.0000	0.8548
q-037	0.3066	0.5000	0.5000	0.5000			0.3333	0.2000	0.1000	0.0000	0.1667	0.0000	0.8720
q-038	0.4693	0.3333	0.3333	0.3333			1.0000	0.2000	0.1000	0.0000	0.3333	0.3333	0.8000
q-039	0.9469	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	0.8667	0.6667	0.5581
q-040	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
q-041	0.2346	0.3333	0.3333	0.6667			0.3333	0.2000	0.1000	0.0000	0.1326	0.3333	0.8718
q-042	0.8072	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.6095	0.3333	0.6657
q-043	0.4693	0.3333	0.3333	0.3333			1.0000	0.2000	0.1000	0.0000	0.3333	0.3333	0.8000
q-044	0.4693	0.3333	0.6667	1.0000			1.0000	0.2000	0.1000	0.0000	0.4159	0.3333	0.7861
q-045	0.7913	0.8000	1.0000	1.0000			1.0000	0.6000	0.4000	0.0000	0.6969	0.6000	0.5024
q-046	0.3901	0.3333	0.5000	0.5000			1.0000	0.2000	0.2000	0.0000	0.2312	0.1667	0.7661
q-047	0.2722	0.3750	0.8750	1.0000			0.2500	0.2000	0.3000	0.0000	0.3410	0.2500	0.7559
q-048	0.5835	0.5000	0.5000	0.5000			1.0000	0.6000	0.4000	0.0000	0.3750	0.3750	0.5312
q-049	0.9068	1.0000	1.0000	1.0000			1.0000	0.8000	0.5000	1.0000	0.8100	0.8000	0.4221
q-050	0.5824	0.5000	0.6250	0.7500			1.0000	0.4000	0.4000	0.0000	0.4509	0.5000	0.5203
q-051	0.3183	0.2143	0.2143	0.2143			0.5000	0.4000	0.3000	0.0000	0.1101	0.2143	0.6701
q-052	0.0000	0.0000	0.0000	1.0000			0.0000	0.0000	0.0000	0.0000	0.0392	0.0000	0.9996
q-053	0.2394	0.2500	0.2500	0.2500			0.5000	0.2000	0.2000	0.0000	0.0938	0.2500	0.7981
q-054	0.5000	1.0000	1.0000	1.0000			0.3333	0.2000	0.2000	1.0000	0.2917	0.0000	0.8301
q-055	0.5494	0.5000	0.5000	1.0000			1.0000	0.4000	0.3000	0.0000	0.4054	0.3333	0.6293
q-056	0.3511	0.1563	0.3125	0.9688			0.1667	0.0000	0.5000	0.0000	0.4949	0.5313	0.7153
q-057	0.4081	0.0893	0.1429	0.2143			0.3333	0.4000	0.5000	0.0000	0.0863	0.1964	0.6209
q-058	0.1952	0.0833	0.1250	0.1250			0.3333	0.4000	0.2000	0.0000	0.0371	0.1250	0.7865
q-059	0.2489	0.0556	0.1944	0.5278			0.5000	0.4000	0.2000	0.0000	0.1781	0.3056	0.6610
q-060	0.2489	0.0556	0.1944	0.5278			0.5000	0.4000	0.2000	0.0000	0.1781	0.3056	0.6610
