query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10
q-001	0.7860	0.8000	1.0000	1.0000			1.0000
q-002	0.7654	0.6667	0.6667	0.6667			1.0000
q-003	0.0000	0.0000	0.3333	0.3333			0.0000
q-004	0.5499	0.8000	1.0000	1.0000			0.5000
q-005	0.5110	1.0000	1.0000	1.0000			0.3333
q-006	0.8486	1.0000	1.0000	1.0000			1.0000
q-007	0.8529	1.0000	1.0000	1.0000			1.0000
q-008	1.0000	1.0000	1.0000	1.0000			1.0000
q-009	0.6309	1.0000	1.0000	1.0000			0.5000
q-010	0.4776	0.6667	1.0000	1.0000			0.5000
q-011	0.2346	0.3333	0.3333	0.3333			0.3333
q-012	0.3152	0.6667	1.0000	1.0000			0.1667
q-013	0.4018	0.6667	1.0000	1.0000			0.3333
q-014	0.1815	0.3333	0.3333	0.3333			0.2000
q-015	0.6131	0.5000	1.0000	1.0000			1.0000
q-016	0.8175	1.0000	1.0000	1.0000			1.0000
q-017	0.2184	0.5000	0.5000	0.5000			0.1667
q-018	0.0000	0.0000	0.0000	0.0000			0.0000
q-019	0.1413	0.3333	0.3333	0.3333			0.1111
q-020	0.3869	0.5000	0.5000	0.5000			0.5000
q-021	0.0000	0.0000	0.0000	0.0000			0.0000
q-022	0.5766	1.0000	1.0000	1.0000			0.3333
q-023	0.2346	0.3333	1.0000	1.0000			0.3333
q-024	0.0000	0.0000	0.0000	0.0000			0.0000
q-025	0.0000	0.0000	0.0000	0.0000			0.0000
q-026	0.4462	0.4000	0.4000	0.4000			1.0000
q-027	0.5585	0.5000	1.0000	1.0000			1.0000
q-028	0.6760	0.7500	1.0000	1.0000			1.0000
q-029	0.2463	0.2500	0.5000	0.5000			0.5000
q-030	1.0000	1.0000	1.0000	1.0000			1.0000
q-031	0.8277	1.0000	1.0000	1.0000			1.0000
q-032	0.3869	0.5000	0.5000	0.5000			0.5000
q-033	0.3434	0.6667	0.6667	0.6667			0.2500
q-034	0.3155	1.0000	1.0000	1.0000			0.1250
q-035	0.3869	1.0000	1.0000	1.0000			0.2000
q-036	0.5000	1.0000	1.0000	1.0000			0.3333
q-037	0.6131	0.5000	1.0000	1.0000			1.0000
q-038	0.4693	0.3333	1.0000	1.0000			1.0000
q-039	0.2346	0.3333	0.3333	0.3333			0.3333
q-040	0.6309	1.0000	1.0000	1.0000			0.5000
q-041	0.4018	0.6667	0.6667	0.6667			0.3333
q-042	0.4632	0.6667	1.0000	1.0000			0.5000
q-043	0.4693	0.3333	0.6667	0.6667			1.0000
q-044	0.6105	0.6667	0.6667	0.6667			1.0000
q-045	0.4328	0.6000	0.8000	0.8000			0.5000
q-046	0.2591	0.3333	0.3333	0.3333			0.3333
q-047	0.2574	0.2500	0.5000	0.5000			0.5000
q-048	0.2866	0.3750	0.3750	0.3750			0.2500
q-049	0.9896	1.0000	1.0000	1.0000			1.0000
q-050	0.3327	0.2500	0.5000	0.5000			1.0000
q-051	0.2122	0.1429	0.1429	0.1429			0.5000
q-052	0.0000	0.0000	0.0000	0.0000			0.0000
q-053	0.1596	0.1250	0.2500	0.2500			0.5000
q-054	0.4030	1.0000	1.0000	1.0000			0.1667
q-055	0.2987	0.3333	0.3333	0.3333			0.5000
q-056	0.1585	0.0625	0.2813	0.2813			0.2000
q-057	0.2736	0.0536	0.0893	0.0893			0.3333
q-058	0.1799	0.0833	0.2500	0.2500			0.2500
q-059	0.3562	0.1111	0.1944	0.1944			0.3333
q-060	0.3562	0.1111	0.1944	0.1944			0.3333
