query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10
q-001	0.8304	0.8000		0.8000			1.0000
q-002	0.4693	0.3333		0.3333			1.0000
q-003	0.2021	0.3333		0.3333			0.2500
q-004	0.2140	0.2000		0.2000			0.5000
q-005	0.3066	0.5000		0.5000			0.3333
q-006	0.7366	0.7500		0.7500			1.0000
q-007	0.6797	1.0000		1.0000			0.5000
q-008	1.0000	1.0000		1.0000			1.0000
q-009	0.6309	1.0000		1.0000			0.5000
q-010	0.5307	0.6667		0.6667			0.5000
q-011	0.7654	0.6667		0.6667			1.0000
q-012	0.6714	0.6667		0.6667			1.0000
q-013	0.2961	0.3333		0.3333			0.5000
q-014	0.6508	0.6667		0.6667			1.0000
q-015	0.2372	0.5000		0.5000			0.2000
q-016	0.6131	0.5000		0.5000			1.0000
q-017	0.0000	0.0000		0.0000			0.0000
q-018	0.5585	0.5000		0.5000			1.0000
q-019	0.0000	0.0000		0.0000			0.0000
q-020	0.3869	0.5000		0.5000			0.5000
q-021	0.0000	0.0000		0.0000			0.0000
q-022	0.1952	0.2500		0.2500			0.3333
q-023	0.6508	0.6667		0.6667			1.0000
q-024	0.0000	0.0000		0.0000			0.0000
q-025	0.0000	0.0000		0.0000			0.0000
q-026	0.3392	0.2000		0.2000			1.0000
q-027	0.3973	0.5000		0.5000			0.5000
q-028	0.5414	0.5000		0.5000			1.0000
q-029	0.2463	0.2500		0.2500			0.5000
q-030	1.0000	1.0000		1.0000			1.0000
q-031	0.5414	0.5000		0.5000			1.0000
q-032	0.3869	0.5000		0.5000			0.5000
q-033	0.2961	0.3333		0.3333			0.5000
q-034	0.0000	0.0000		0.0000			0.0000
q-035	0.0000	0.0000		0.0000			0.0000
q-036	0.0000	0.0000		0.0000			0.0000
q-037	0.0000	0.0000		0.0000			0.0000
q-038	0.4693	0.3333		0.3333			1.0000
q-039	0.5307	0.6667		0.6667			0.5000
q-040	1.0000	1.0000		1.0000			1.0000
q-041	0.4693	0.3333		0.3333			1.0000
q-042	0.4693	0.3333		0.3333			1.0000
q-043	0.4693	0.3333		0.3333			1.0000
q-044	0.4693	0.3333		0.3333			1.0000
q-045	0.4852	0.4000		0.4000			1.0000
q-046	0.0000	0.0000		0.0000			0.0000
q-047	0.2068	0.2500		0.2500			0.2500
q-048	0.2529	0.1250		0.1250			1.0000
q-049	0.8304	0.8000		0.8000			1.0000
q-050	0.3794	0.2500		0.2500			1.0000
q-051	0.3149	0.1429		0.1429			1.0000
q-052	0.0000	0.0000		0.0000			0.0000
q-053	0.1089	0.1250		0.1250			0.2500
q-054	0.0000	0.0000		0.0000			0.0000
q-055	0.0000	0.0000		0.0000			0.0000
q-056	0.0851	0.0313		0.0313			0.2000
q-057	0.1100	0.0179		0.0179			0.3333
q-058	0.2201	0.0417		0.0417			1.0000
q-059	0.2201	0.0278		0.0278			1.0000
q-060	0.2201	0.0278		0.0278			1.0000
