query_id	ndcg10	recall10	recall20	recall100	recall300	recall1000	mrr10	precision5	precision10	allGoldInTop10	map	rPrecision	rbpResidual
hu-001	0.8319	0.7500	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.8333	0.7500	0.4948
hu-002	0.9325	1.0000	1.0000	1.0000			1.0000	0.4000	0.3000	1.0000	0.8333	0.6667	0.5745
hu-003	1.0000	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	1.0000	1.0000	0.4096
hu-004	0.4132	0.7500	0.7500	1.0000			0.2000	0.2000	0.3000	0.0000	0.2706	0.0000	0.8091
hu-005	0.7095	0.7500	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.5838	0.5000	0.6101
hu-006	0.1128	0.2500	0.7500	1.0000			0.1000	0.0000	0.1000	0.0000	0.1287	0.0000	0.9564
hu-007	0.8928	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.7708	0.7500	0.5041
hu-008	0.9609	1.0000	1.0000	1.0000			1.0000	0.8000	0.5000	1.0000	0.8850	0.8000	0.3881
hu-009	0.9709	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.9167	0.7500	0.4465
hu-010	0.2692	0.5000	1.0000	1.0000			0.1667	0.0000	0.2000	0.0000	0.2072	0.0000	0.8735
hu-011	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-012	1.0000	1.0000	1.0000	1.0000			1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	0.3277
hu-013	1.0000	1.0000	1.0000	1.0000			1.0000	0.6000	0.3000	1.0000	1.0000	1.0000	0.5120
hu-014	0.9651	1.0000	1.0000	1.0000			1.0000	0.8000	0.6000	1.0000	0.8972	0.8333	0.3226
hu-015	1.0000	1.0000	1.0000	1.0000			1.0000	0.2000	0.1000	1.0000	1.0000	1.0000	0.8000
hu-016	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-017	1.0000	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	1.0000	1.0000	0.6400
hu-018	0.6448	0.5000	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.6697	0.5000	0.4782
hu-019	0.8304	0.8000	1.0000	1.0000			1.0000	0.8000	0.4000	0.0000	0.7814	0.8000	0.4447
hu-020	0.7654	0.6667	1.0000	1.0000			1.0000	0.4000	0.2000	0.0000	0.7436	0.6667	0.6263
hu-021	1.0000	1.0000	1.0000	1.0000			1.0000	0.8000	0.4000	1.0000	1.0000	1.0000	0.4096
hu-022	0.8838	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.7470	0.7500	0.5172
hu-023	0.8494	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.6667	0.5000	0.5632
hu-024	0.8319	0.7500	1.0000	1.0000			1.0000	0.6000	0.3000	0.0000	0.8333	0.7500	0.4948
hu-025	0.9197	1.0000	1.0000	1.0000			1.0000	0.4000	0.2000	1.0000	0.8333	0.5000	0.6720
hu-026	0.7495	0.7500	0.7500	0.7500			1.0000	0.4000	0.3000	0.0000	0.5750	0.5000	0.6132
hu-027	0.6871	1.0000	1.0000	1.0000			0.5000	0.4000	0.3000	1.0000	0.5317	0.6667	0.6596
hu-028	0.4138	0.6000	0.8000	1.0000			0.3333	0.4000	0.3000	0.0000	0.3128	0.4000	0.7317
hu-029	0.9280	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.8125	0.7500	0.4957
hu-030	0.8541	1.0000	1.0000	1.0000			1.0000	0.6000	0.4000	1.0000	0.6778	0.5000	0.5565
hu-031	0.7054	1.0000	1.0000	1.0000			0.5000	0.6000	0.4000	1.0000	0.5417	0.5000	0.6032
